"","x"
"seungjeok",7
"support",7
"tap",7
"acceler",6
"affect",6
"amu",6
"angular",6
"arc",6
"carrier",6
"character",6
"clock",6
"concentr",6
"contain",6
"contribut",6
"critic",6
"cut",6
"damag",6
"default",6
"design",6
"deterior",6
"disconnect",6
"dual",6
"equal",6
"excit",6
"form",6
"frame",6
"hold",6
"home",6
"induct",6
"island",6
"lock",6
"mechan",6
"mega",6
"modifi",6
"mount",6
"movabl",6
"nois",6
"notifi",6
"overcurr",6
"pair",6
"partial",6
"permiss",6
"recept",6
"regen",6
"rudder",6
"safe",6
"secur",6
"shaft",6
"simpl",6
"stab",6
"stabl",6
"substrat",6
"subtract",6
"transit",6
"yhigh",6
"accept",5
"accompani",5
"analysi",5
"assur",5
"attach",5
"basic",5
"blade",5
"check",5
"class",5
"combustor",5
"conjunct",5
"consum",5
"consumpt",5
"cooper",5
"count",5
"coupl",5
"curv",5
"deceler",5
"diagnost",5
"disturb",5
"ect",5
"either",5
"electrod",5
"equival",5
"evt",5
"exampl",5
"exchang",5
"facil",5
"feeder",5
"fifth",5
"fluid",5
"four",5
"integ",5
"intellig",5
"invalid",5
"judgment",5
"latest",5
"locat",5
"magnitud",5
"matrix",5
"net",5
"overal",5
"pager",5
"presenc",5
"previous",5
"recov",5
"reserv",5
"rosewood",5
"rush",5
"small",5
"specif",5
"standbi",5
"stator",5
"success",5
"sum",5
"tab",5
"unbalanc",5
"unnecessari",5
"util",5
"wherein",5
"whole",5
"window",5
"woman",5
"absenc",4
"absorb",4
"accuraci",4
"adapt",4
"add",4
"aim",4
"ambient",4
"amplifi",4
"appar",4
"appear",4
"applic",4
"attend",4
"belong",4
"blackout",4
"bleed",4
"carri",4
"cathod",4
"central",4
"chungbang",4
"clear",4
"complet",4
"compress",4
"content",4
"correl",4
"cpu",4
"custom",4
"date",4
"describ",4
"destin",4
"dispos",4
"doubl",4
"evalu",4
"exist",4
"express",4
"featur",4
"fed",4
"figur",4
"fill",4
"former",4
"give",4
"guidanc",4
"heater",4
"higher",4
"independ",4
"influenc",4
"inlet",4
"inrush",4
"interfac",4
"intermitt",4
"llr",4
"lmp",4
"loss",4
"mover",4
"newli",4
"notif",4
"origin",4
"permit",4
"piec",4
"place",4
"plane",4
"plate",4
"pref",4
"preliminari",4
"prime",4
"problem",4
"progress",4
"prohibit",4
"rapid",4
"relationship",4
"remain",4
"resist",4
"resum",4
"rise",4
"rotari",4
"rreq",4
"simultan",4
"situat",4
"structur",4
"subject",4
"subsequ",4
"substat",4
"suspend",4
"tank",4
"techniqu",4
"turn",4
"upon",4
"valid",4
"ylow",4
"across",3
"action",3
"alarm",3
"alga",3
"ancestor",3
"annual",3
"anod",3
"appropri",3
"asynchron",3
"attain",3
"autonom",3
"axi",3
"begin",3
"boost",3
"booster",3
"branch",3
"broadcast",3
"car",3
"certain",3
"chamber",3
"changjang",3
"cloth",3
"code",3
"collaps",3
"cone",3
"consequ",3
"conserv",3
"contactor",3
"conting",3
"corrector",3
"creation",3
"cross",3
"cumul",3
"cyclic",3
"dcdc",3
"dead",3
"desir",3
"diagnos",3
"diagnosi",3
"distort",3
"diversifi",3
"dso",3
"duti",3
"earth",3
"easi",3
"elaps",3
"elev",3
"elimin",3
"environ",3
"erron",3
"facilit",3
"finger",3
"front",3
"gps",3
"half",3
"heat",3
"held",3
"hole",3
"hour",3
"impart",3
"inner",3
"insid",3
"insol",3
"inspect",3
"intend",3
"interfer",3
"interv",3
"involv",3
"jujindong",3
"kept",3
"long",3
"manifold",3
"maxim",3
"met",3
"minim",3
"moment",3
"movement",3
"multi",3
"multipl",3
"necessari",3
"opposit",3
"overload",3
"pack",3
"passag",3
"past",3
"pcc",3
"photovolta",3
"pick",3
"prepar",3
"preset",3
"prioriti",3
"programm",3
"public",3
"qref",3
"reactanc",3
"recalcul",3
"regardless",3
"registr",3
"releas",3
"relev",3
"replac",3
"rescu",3
"restart",3
"restor",3
"restraint",3
"safeti",3
"satellit",3
"scheme",3
"self",3
"separ",3
"shape",3
"show",3
"shown",3
"sikkim",3
"site",3
"sofc",3
"stage",3
"standard",3
"still",3
"sudden",3
"surg",3
"surplus",3
"svr",3
"telemetri",3
"thereto",3
"toward",3
"travel",3
"treatment",3
"trial",3
"trigonometr",3
"tso",3
"vari",3
"vibrat",3
"voic",3
"volum",3
"web",3
"weight",3
"wide",3
"written",3
"abil",2
"acdc",2
"adder",2
"adequaci",2
"admit",2
"advers",2
"alreadi",2
"amend",2
"applianc",2
"assign",2
"assumpt",2
"atmospher",2
"author",2
"basket",2
"black",2
"blood",2
"bootstrap",2
"break",2
"bridg",2
"broken",2
"browser",2
"changeov",2
"cold",2
"compressor",2
"conductor",2
"consider",2
"consist",2
"contrast",2
"convey",2
"coordin",2
"cope",2
"cover",2
"dcac",2
"decomposit",2
"diamet",2
"diplex",2
"disabl",2
"dodag",2
"done",2
"dynam",2
"enlarg",2
"enter",2
"equat",2
"everi",2
"experi",2
"extend",2
"flicker",2
"flywheel",2
"forecast",2
"foreign",2
"forward",2
"fourth",2
"fraction",2
"free",2
"frequent",2
"general",2
"gradual",2
"grant",2
"gui",2
"guid",2
"hara",2
"highest",2
"human",2
"idc",2
"identifi",2
"ilim",2
"imaginari",2
"immedi",2
"implant",2
"index",2
"individu",2
"insert",2
"insul",2
"interrupt",2
"invers",2
"iop",2
"iqf",2
"irm",2
"isol",2
"keep",2
"larger",2
"length",2
"life",2
"light",2
"list",2
"login",2
"longer",2
"loop",2
"loosen",2
"loyalti",2
"made",2
"man",2
"maneuv",2
"margin",2
"mark",2
"materi",2
"microphon",2
"miniatur",2
"mix",2
"momentari",2
"multiplex",2
"mutual",2
"next",2
"nine",2
"nomin",2
"note",2
"notic",2
"odd",2
"opf",2
"outer",2
"park",2
"parti",2
"percuss",2
"persist",2
"phenomenon",2
"port",2
"portabl",2
"pps",2
"precursor",2
"proper",2
"properti",2
"protector",2
"pvb",2
"reactor",2
"reali",2
"regist",2
"remind",2
"repeat",2
"reproduc",2
"reset",2
"resid",2
"resolut",2
"respond",2
"rest",2
"restrain",2
"ride",2
"rigid",2
"rippl",2
"saengsal",2
"scan",2
"seal",2
"serial",2
"seungha",2
"shed",2
"simplifi",2
"sinusoid",2
"slope",2
"solv",2
"space",2
"squar",2
"stabli",2
"static",2
"strain",2
"strength",2
"stress",2
"strong",2
"subtractor",2
"superpos",2
"suyoji",2
"swing",2
"switchgear",2
"sync",2
"taken",2
"tax",2
"telemet",2
"temporarili",2
"term",2
"traffic",2
"troubl",2
"unspecifi",2
"utmost",2
"various",2
"virtual",2
"visibl",2
"void",2
"volatil",2
"volt",2
"vsub",2
"wait",2
"weather",2
"wheel",2
"width",2
"women",2
"worker",2
"aaab",1
"abort",1
"absorba",1
"acc",1
"accommod",1
"account",1
"admiss",1
"advantag",1
"afar",1
"agit",1
"alert",1
"alon",1
"although",1
"apertur",1
"approach",1
"arithmet",1
"around",1
"arrang",1
"ascertain",1
"assembl",1
"atom",1
"attenu",1
"avian",1
"avr",1
"awaken",1
"axial",1
"backflow",1
"bad",1
"bakkwieodo",1
"band",1
"beam",1
"becam",1
"behalf",1
"behavior",1
"benefit",1
"better",1
"bias",1
"bidirect",1
"binari",1
"blast",1
"blow",1
"breakdown",1
"bring",1
"buck",1
"buffer",1
"built",1
"burden",1
"cad",1
"cage",1
"calibr",1
"cancer",1
"cap",1
"capacit",1
"captur",1
"cattl",1
"caught",1
"center",1
"certifi",1
"chaebeon",1
"changeabl",1
"charact",1
"cheukin",1
"circumferenti",1
"clamp",1
"clark",1
"climat",1
"closur",1
"coast",1
"coloni",1
"compat",1
"complementari",1
"complex",1
"compos",1
"composit",1
"compromis",1
"confirm",1
"conflict",1
"consid",1
"contractor",1
"conveni",1
"core",1
"countermeasur",1
"coupler",1
"criteria",1
"cylindr",1
"danger",1
"dark",1
"decid",1
"dedic",1
"defenseless",1
"deform",1
"destroy",1
"detail",1
"deulyigo",1
"disadvantag",1
"discov",1
"discret",1
"disk",1
"dissip",1
"district",1
"dog",1
"domain",1
"domest",1
"doubli",1
"dozen",1
"durat",1
"earlier",1
"eas",1
"east",1
"ectevt",1
"eight",1
"eject",1
"electrolyt",1
"electromagnet",1
"embellish",1
"employ",1
"empti",1
"energ",1
"ensur",1
"equilibrium",1
"equipmentth",1
"eras",1
"examin",1
"except",1
"exclud",1
"exclus",1
"exert",1
"expans",1
"expens",1
"extent",1
"extrem",1
"factori",1
"fader",1
"fall",1
"familiar",1
"feather",1
"fee",1
"feedback",1
"femal",1
"fewer",1
"film",1
"final",1
"find",1
"fit",1
"five",1
"flexibl",1
"fli",1
"forbidden",1
"forc",1
"forg",1
"formula",1
"fraudul",1
"fulli",1
"futur",1
"gapro",1
"gender",1
"geodum",1
"geograph",1
"girokham",1
"got",1
"grain",1
"guarante",1
"hand",1
"handl",1
"heavi",1
"herein",1
"hop",1
"hunt",1
"hyeongpa",1
"identif",1
"idl",1
"ilimit",1
"imbal",1
"implement",1
"import",1
"inclus",1
"incom",1
"inconsist",1
"indoor",1
"inflat",1
"instabl",1
"instanc",1
"insuffici",1
"interior",1
"interpol",1
"invari",1
"iron",1
"irradi",1
"issu",1
"japanes",1
"jinbunsu",1
"jiro",1
"joint",1
"junction",1
"juxtapos",1
"jyeotdago",1
"kalman",1
"keyboard",1
"lag",1
"lagrang",1
"laps",1
"later",1
"lead",1
"leak",1
"leakag",1
"led",1
"likelihood",1
"live",1
"log",1
"longitudin",1
"ltd",1
"lvrt",1
"mad",1
"major",1
"manner",1
"manufactori",1
"matter",1
"melt",1
"merit",1
"metal",1
"micro",1
"microgrid",1
"middl",1
"militari",1
"minor",1
"minus",1
"mismatch",1
"molecular",1
"motion",1
"mous",1
"mouth",1
"multipli",1
"narrow",1
"near",1
"nophil",1
"obvious",1
"omiss",1
"oneself",1
"onha",1
"organ",1
"other",1
"otherwis",1
"outlet",1
"overexcit",1
"overvoltag",1
"overwritten",1
"oxid",1
"page",1
"panel",1
"par",1
"parent",1
"particl",1
"password",1
"pcm",1
"pcsaaab",1
"per",1
"perfum",1
"peripher",1
"physic",1
"plan",1
"pole",1
"potenti",1
"predefin",1
"prefer",1
"preferenti",1
"prescrib",1
"pressuris",1
"presum",1
"prewritten",1
"price",1
"print",1
"procedur",1
"program",1
"promot",1
"prompt",1
"provision",1
"push",1
"quadratur",1
"rais",1
"random",1
"readili",1
"rear",1
"reason",1
"rebroadcast",1
"recharg",1
"refund",1
"regard",1
"regener",1
"rememb",1
"render",1
"repel",1
"resin",1
"resistor",1
"reson",1
"restrict",1
"resumpt",1
"retain",1
"retent",1
"rich",1
"risk",1
"rms",1
"role",1
"rom",1
"roof",1
"room",1
"root",1
"row",1
"sakgamyul",1
"sangbyeol",1
"sangil",1
"scene",1
"schedul",1
"send",1
"seonginga",1
"serious",1
"seven",1
"seventh",1
"share",1
"sharp",1
"shi",1
"ship",1
"shock",1
"shortag",1
"shorten",1
"shorter",1
"shr",1
"shred",1
"shut",1
"shutter",1
"signific",1
"simpli",1
"sixth",1
"slave",1
"slip",1
"slow",1
"soa",1
"soc",1
"soft",1
"sole",1
"solut",1
"somewhat",1
"soon",1
"sound",1
"spirit",1
"spread",1
"substanti",1
"suitabl",1
"sulfur",1
"sunlight",1
"superconduct",1
"surfac",1
"surround",1
"sustain",1
"switchabl",1
"symmetr",1
"symmetri",1
"synchroni",1
"synthes",1
"tan",1
"taneja",1
"taxat",1
"temporari",1
"tendenc",1
"text",1
"thereaft",1
"therefor",1
"thin",1
"thought",1
"throttl",1
"thus",1
"tie",1
"tile",1
"timer",1
"tip",1
"tobacco",1
"togeth",1
"toggl",1
"toler",1
"tomorrow",1
"transfer",1
"tray",1
"trigger",1
"tube",1
"twice",1
"uchi",1
"unabl",1
"unaffect",1
"unavail",1
"unbal",1
"undistort",1
"unif",1
"unifi",1
"uniform",1
"uniqu",1
"unrecord",1
"unregist",1
"unstabl",1
"urgenc",1
"usag",1
"usual",1
"utter",1
"vdc",1
"vdiv",1
"verifi",1
"video",1
"vision",1
"visual",1
"vqc",1
"wake",1
"wast",1
"watt",1
"wavelet",1
"wear",1
"weld",1
"wireless",1
"woke",1
"workload",1
"worth",1
"wrong",1
"xdk",1
"yeongyedoem",1
"yes",1
"yirueojyeoseo",1
"zone",1
