A,abstract
2019,"The invention relates to a vehicle (1), in particular for conveying people and/or freight, with at least one fireproof electric network (22, 20), with at least one first vehicle region (4) which has a first fire load, and with at least one second vehicle region (6) which has a second fire load which is smaller than the first fire load. In order to keep the necessary fireproofing as low as possible, according to the invention at least part of the fireproof network (22, 20) is arranged in the second vehicle region (6)."
2019,"The invention relates to a method to detect a decrease of the demagnetization of permanent magnets (32) of the generator (12) of a wind turbine (1), wherein a frequency converter (14) is able adapt the variable frequency (f1) of the generator output voltage (Vout) to the frequency (f2) of a power grid (19), wherein the AC/DC converter (13) or the DC/AC converter (16) of the frequency converter (14) is been disabled, the electrical connections (Vout) between the generator (12) and the frequency converter (14) are switched on via circuit breakers (17), the generator speed (¥ø) is determined; the generator output voltage (Vout) is determined by a voltage sensor (21) which is part of the frequency converter (14), the magnetic flux density (¥õ) of the generator (12) is calculated depending on the generator speed (¥ø) and the generator output voltage (Vout), a demagnetization event is determined by comparing the resulting flux density value (¥õres) with a predetermined flux density value (¥õref)."
2019,"The invention relates to a method for producing a frequency measurement value that indicates a frequency of an electrical network quantity, which frequency is present at a measurement point (11) in a power supply network, wherein a signal that characterizes the network quantity is sampled by means of a measuring apparatus (14) and the frequency measurement value is determined from the sample values. In order to further develop such a method in such a way that a frequency measurement value that is as exact as possible can be produced with comparatively little measurement complexity, the phase angle between two consecutive sample values of the network quantity is determined according to the invention and the frequency measurement value is calculated on the basis of the determined phase angle. The invention further relates to a correspondingly designed measuring device (12)."
2019,"The invention relates to a method (V) for preventing a dangerous, higher-frequency earth fault current (IEF) for an electrical drive system (2) which is operated in an electrical grid (1) and has a power converter (3) and an electrical drive machine (4), wherein: in a first method step (S1), a common-mode voltage (UCM) is produced in the power converter (3), said common-mode voltage having a defined common-mode voltage component (UCMA) at a selected low frequency; in a second method step (S2), in the event of an earth fault (ES) in the electrical drive system (2), a common-mode current component (ICMA) of a common-mode current (ICM) flows through a predominantly ohmic conductor-earth impedance (ZO) at the selected low frequency on the basis of the defined common-mode voltage component (UCMA); in a third method step (S3), a total current (IS) of the common-mode current (ICM) is sensed by means of current sensing (7) in one of several current circuits (8) of the electrical drive system (2); in a fourth method step (S4), the common-mode current component (ICMA) of the common-mode current (ICM) at the selected low frequency is determined from the total current (IS) by means of a current evaluation (STW); and, in a fifth method step (S5), the electrical drive system (2) is disconnected from the electrical grid (1) by means of an electrical switching element (13) if the common-mode current component (ICMA) reaches a reference value (VW)."
2019,"The invention refers to a method for controlling a power generation plant comprising a number of generators (WT) connected to an electric power grid (G), wherein for each generator (WT) a voltage set point (|Vter|ref) for a terminal voltage magnitude (|Vter|) at a terminal of the generator (WT) and a power set point (Pref) for the active power (P) generated by the generator (WT) are fed to a control means of the generator (WT), where the control means adjusts in subsequent control steps a reactive current (Id) and an active current (Iq) provided by the generator (WT) so that the terminal voltage magnitude (|Vter|) and the active power (P) reach the voltage and power set points (|Vter|ref, Pref). The method of the invention estimates the reactive current based on an appropriate electric circuit model and uses this estimated current in order to check whether dynamic constraints of the power generation plant are met. If not, the voltage and/or power set points are adjusted. Due to the continuous variation of those set points, corresponding control saturation limits are met enabling a stable operation of the power generation plant even for weak power grids. In a preferred embodiment, the invention is used for controlling a power generation plant in the form of a wind farm comprising one or more wind turbines as generators."
2019,The invention provides a power interchange system for interchanging electric energy between a battery and an electric grid. The interchange system comprises: A rectifier unit for converting alternating current of the electric grid into direct current for charging the battery; a grid measurement device for measuring an electric parameter of the electric grid; and a controller unit for adjusting the direct current for the charging the battery as a function of the electric parameter of the electric grid. Moreover a method for interchanging electric energy between a battery and an electric grid and an application of the power interchange system is provided.
2019,"The invention deals with a method to control a wind power installation. The wind power installation comprises a generator and a converter. The generator is operable to convert wind power into electrical power and to provide the electrical power from the generator to the converter. The converter is operable to adapt and to provide the electrical power to an electrical grid. The converter is operable to comply with pre-determined grid code requirements during a grid fault. According to the invention an amount of electrical power, which is present in the wind power installation during the grid fault, is fed into the generator. The generator is operable to convert the respective amount of electrical power into a generator loss."
2019,"Control method for a wind farm connected to a power grid (1) and comprising a plurality of generating units (2). The presence or absence of a voltage disturbance in the grid (1) is determined with the method, and when the presence of a disturbance is determined, the generating units (2) are controlled during said presence so that they generate the required power and the wind farm (100) thereby participates in stabilizing the grid (1). Furthermore, in the method, when the disappearance of said disturbance is determined, the required power continues to be generated with the generating units (2) for a limited time interval in order to provide a smooth and controlled transient until the voltage of the grid (1) stabilizes. Wind farm connected to a grid (1) and comprising a plurality of generating units (2). [Image]"
2019,"Control device for a rail vehicle (1), comprising an operator's unit (2) that includes all the input and output devices (4, 5) required for operating the rail vehicle (1). On at least one face in the interior, the rail vehicle (1) has a multipolar releasable electrical contact point (3), by means of which the operator's unit (2) in the activated position establishes a connection to the electrical systems (6, 7, 8) of the rail vehicle (1)."
2019,"A method for estimating grid properties of a power grid coupled to a generator at a point of common coupling is provided. In a first step, a voltage VPCC at the point of common coupling is measured. In a second step, a current IPCC at the point of common coupling is measured. In a third step, the grid properties are estimated by a grid model using as input parameters the measured voltage VPCC at the point of common coupling, the measured current IPCC at the point of common coupling and the determined phase angle. Advantageously, the absolute phases of the voltage and the current at the point of common coupling are not necessary, which makes the present method less prone to errors due to measurement noise.Further, a device and a computer program product are provided."
2018,"An apparatus for connecting an electrical device to a high-voltage power grid with a leadthrough plug-in bushing which has a hollow receiving section which extends in a plug-in direction and is composed of an electrically nonconductive insulating material, wherein a metallic contact part is arranged on a closed end region of the receiving section, which metallic contact part extends through the insulating material of the receiving section or lengthens said receiving section in the direction of the closed end region. The apparatus can be assembled and serviced in a simple, quick and therefore cost-effective manner. The receiving section is equipped with a current sensor which is designed to detect an electric current flowing across the metallic contact part."
2018,"A method to detect a decrease of the demagnetization of permanent magnets of the generator of a wind turbine, wherein a frequency converter is able to adapt to the variable frequency of the generator output voltage to the frequency of a power grid, wherein the AC/DC converter or the DC/AC converter of the frequency converter is been disabled, the electrical connections between the generator and the frequency converter are switched on via circuit breakers, the generator speed is determined; the generator output voltage is determined by a voltage sensor which is part of the frequency converter,the magnetic flux density of the generator is calculated depending on the generator speed and the generator output voltage, a demagnetization event is determined by comparing the resulting flux density value with a predetermined flux density value is provided."
2018,"A method for signaling and controlling in a power grid coupling a plurality of actuators for providing power signals is provided. At a first actuator, a voltage problem is detected, a communication signal is generated based on the detected voltage problem, and the generated communication signal is transmitted over the power grid. At a second actuator, the transmitted communication signal is received, a control action is generated based on the received communication signal and the generated control action is transmitted over the power grid towards the first actuator."
2018,"A converter arrangement includes a basic structure having a receptacle, a first electrical network including lines arranged on the basic structure, a plurality of first contacts arranged on the basic structure and movable via a first actuator from a first connection position into a first release position, and a converter assembly securable in the first release position as a unit in a fixed location in the receptacle of the basic structure and removable from the receptacle. The converter assembly is electrically connected to the lines of the first electrical network when the first contacts assume the first connection position, and electrically disconnected from the lines of the first network when the first contacts assume the first release position. The receptacle of the basic structure is immobile when the first contacts move from the first connection position into the first release position."
2018,"The present invention relates to the method for locating the short circuit in the electricity grid including especially, one or more line section of the autotransformer system, and it has step of reasoning the location of the short circuit within the line section from the circuit - short circuit reactance value which shows is determined about the short circuit and mathematical function one or more mathematical function from section-specific parameters of the step of detecting the method is following steps in other words section-specific parameters of the line section: line section."
2018,"(Oil modified) based on the frequency of the AC output voltage signal supplied by the power converter of the wind turbine is driving the wind turbine. Wind turbine 120 includes a generator 230 and a power converter 240 connected to the generator and electrically connected to the mechanical drive train 222 228 and the drive train and the mechanical. And the method comprising: for a) and the step of obtaining the frequency of the AC output voltage signal supplied by the power converter, b) with a required frequency previously required frequency, identifying whether changes significantly than a predetermined threshold value, c) step of the change of the required frequency change of the power reference signal for a large wind turbine than a predetermined threshold value and, d) supplying the altered power reference signal to the controller 250 of the wind turbine and, e) altered power reference on the basis of the signal comprises the step of controlling the operation of the wind turbine. 2"
2018,"The object-oriented invention relates to a method for regulating an entire power supply system (EV). In this case, this power supply system (EV) has three supply levels (VE1, VE2, VE3). Each of the three supply levels (VE1, VE2, VE3) is considered to be a separate regulatory unit (RE1, RE2, RE3) and is regulated independently of the other supply levels (VE1, VE2, VE3). An interface between two respective regulatory units (RE1, RE2, RE3) is defined by control of the active power and reactive power transmitted between the two regulatory units (RE1, RE2, RE3). Appropriate control of the active power (P) and reactive power (Q) transmitted between the regulatory units allows these regulatory units (RE1, RE2, RE3) to be isolated from one another in terms of power or connected to one another in terms of power. In the case of the method according to the invention, a power supply system (EV) is ideally regarded as a chain of separate regulatory units (RE1, RE2, RE3) for supplying power. This allows efficient and safe operation and local control of a power supply system (EV) to which locally produced power is supplied, for example on different supply levels (VE1, VE2, VE3). In addition, the method according to the invention advantageously maintains a low number of data items to be interchanged between the supply levels (VE1, VE2, VE3)."
2018,"The invention relates to an electric system having at least one consumer (4) that is protected by a protection unit (S), wherein a release parameter, particularly a release current, of the protection unit (S) can be set. To this end, the invention provides a controller (1), to which a current measurement value of the current being absorbed by the at least one consumer (4) is supplied, wherein the controller (1) generates a threshold value (Gstat/ Gdyn) as a function of the course of the current measurement value, said threshold value being provided to the protection unit (S) as a default for setting a release parameter. The controller (1) therefore enables ongoing adjustment of the release parameters, particularly of the release current, according to the actual operating conditions."
2018,"The invention relates to a method for generating a resonance signal indicating the presence of a ferroresonant oscillation in an electrical system (10), in which digital measured voltage values are detected, which indicate a voltage present at a measurement point (19) in the electrical system (10), and the sequence of the digital measured voltage values is monitored for the presence of a ferroresonant oscillation in the electrical system (10), and the resonant signal is generated when a ferroresonant oscillation is present. To be able to make a decision about the presence of a ferroresonant oscillation in the electrical system (10) with comparatively low outlay on equipment, in particular with low demands on the computing capacity of a device carrying out the method, the digital measured voltage values according to the invention are filtered by means of a digital filter to form filtered measured voltage values; in relation to such filtered measured voltage values, which describe half an oscillation period of the voltage, an amplitude value indicating the amplitude during this half oscillation period is determined; the amplitude value is compared with a threshold value; and the resonance signal is generated if the amplitude value exceeds the threshold value. The invention further relates to a correspondingly designed device."
2018,"It is described a method for decomposing a disturbance on an electric signal being present at an electric connection (170) between an electric power generating system (110, 600) and a power grid (150) into a first disturbance (II (n) ) with a first strength, wherein the first disturbance is assigned to the electric power generating system (110, 600), and a second disturbance (12 (n) ) with a second strength, wherein the second disturbance is assigned to the power grid (150). The described method comprises (a) determining a voltage value (Um (n) ) of a voltage of the electric signal, (b) determining a current value (Im(n)) of a current of the electric signal (c) calculating a value of an open circuit voltage (Upwm(n)) of an equivalent voltage source (212) characterizing the electric power generating system (110, 600) in a harmonic model of the electric power generating system (110, 600) based on the measured voltage value, on the measured current value and on a characteristic equivalent impedance (Zchm(n))) of the electric power generating system (110, 600), and (d) determining the strength of the first disturbance (II (n) ) based on the calculated value of the open circuit voltage (Upwm(n)) of the equivalent voltage source (212)."
2018,"Improvements to a distributed automation power grid are selected to improve storm survivability. Using historical information about storms, link sets are determined that, when added to the power grid, would restore connectivity after damage by each of the storms. One of the link sets is then selected based on costs and rewards, and is added to a grid representation. Survivability of the modified grid representation is then estimated, and additional link sets are determined and selected until survivability surpasses a minimum level or a budget is exceeded."
2018,"Embodiments provide systems, methods and apparatus for controlling an energy delivery system including providing an energy management system (EMS) having an automatic generation control (AGC) system including a load frequency control (LFC) module and an economic dispatch (ED) module; determining a regulation requirement based upon a predefined set of nested system control zones and a current area control error (ACE); determining regulation allocation based on a pre-defined set of gain factors associated with the nested system control zones; and implementing corrections to the operation of the energy delivery system based upon solution results of the determined regulation allocation. Numerous other aspects are provided."
2018,"A wind turbine (8) for controlling power oscillations on a grid of a power system (28). The wind turbine (8) comprises rotor blades (12) for turning by the wind, an electric generator (20) rotatably coupled to the rotor blades (12), a power converter (24) responsive to electricity generated by the electric generator (20), the power converter (24) for converting the generated electricity to a frequency and voltage suitable for supply to the power grid (28), and the power converter for regulating voltage on the grid supplemented by modulating real power for damping the power oscillations."
2018,"A system for protection, control and monitoring of an electrical grid is presented. The system includes at least one grid module to sense at least one electrical measurement from the electrical grid and/or to implement an electrical condition in the electrical grid; a central processing module to communicate with the grid module i.e. to receive information corresponding to the electrical measurement sensed by the grid module and/or to convey a command to the grid module corresponding to the electrical condition to be implemented in the electrical grid; and an interface module connected between the grid module and the central processing module. The interface module converts the information from analog form to digital form or converts the command from digital form to analog form. The communication between the interface module and the central processing module is based on Universal Serial Bus architecture."
2018,"A converter arrangement comprises a base structure (1), on which lines (2) of a first electrical network (3) are arranged. A plurality of first contacts (4) is also arranged on the base structure (1), which contacts can be transferred from a first connection position into a first release position by means of a first actuator (5). In the first release position, a converter assembly (6) can be secured as a unit in a receptacle (7) of the base structure (1) and can be removed from the receptacle (7). As long as it is secured in the receptacle (7) of the base structure (1), the converter assembly (6) is arranged immovably in the receptacle (7). The converter assembly is electrically connected to the lines (2) of the first network (3), if and whilst the first contacts (4) are in the first connection position. The converter assembly is electrically disconnected from the lines (2) of the first network (3), if and whilst the first contacts (4) are in the first release position. The receptacle (7) is not moved when the first contact (4) is transferred from the first connection position into the first release position."
2017,"There is described a method of controlling a wind power plant, the wind power plant comprising a plurality of wind turbines (102) and being connected to a power grid (120), the method comprising (a) detecting a grid frequency instability, (b) selecting a subset of wind turbines, (c) modifying a power reference for each wind turbine in the selected subset of wind turbines to respond to the grid frequency instability, and (d) applying the modified power references to the corresponding wind turbines in the selected subset of wind turbines. There further described a wind power plant controller, a wind power plant, a computer program, and a computer program product."
2017,"The present invention is directed to a method of detection of topology changes in electrical networks, an electrical network communication modem and computer program for monitoring an electrical network topology model for network control, the electrical network comprising a plurality of communication paths, a plurality of switches on the communication paths, a plurality of power measurement devices, and a plurality of frequency analysis devices, the method comprising the steps of installing a plurality of couplers in the electrical network, wherein the couplers are installed such that at least one switch is present on a communication path between two successive couplers, and wherein the two successive couplers are a transmitting coupler and a receiving coupler, transmitting a signal generated via the transmitting coupler on the communication path between two successive couplers, measuring a received power at the receiving coupler via one of the power measurement devices, processing the signal received at the receiving coupler via one of the plurality of frequency analysis devices, deriving information regarding a state of the switch present on the communication path between two successive couplers, and updating a network topology model for network control based on the desired state of the switch."
2017,"The invention relates to a wind turbine which comprises an electric generator (11), a frequency converter (12) and a generator-side converter controller (20). The generator-side converter controller (20) comprises a current controller (30) which is configured such that a harmonic current error (Ialphanerr, Ibetanerr), which is defined by the difference between feedback generator current signals (Ialpha, Ibeta) and a harmonic current reference (Ialphanref, Ibetanref), is minimized. Thus, acoustic noise and vibration of the electric generator (11) may be reduced. Advantageously, the harmonic current error (Ialphanerr, Ibetanerr) is determined in a stationary frame, in particular a stationary alpha-beta frame."
2017,"The invention relates to a power automation system (10) for an electrical power supply network (11), comprising field devices (14), which are connected both to sensors (12) for detecting measured values and to a higher-order communication bus (15), at least one station control device (16), which is connected both to the communication bus (15) and to a higher-order control centre communication connection, and at least one network control centre device (18a, 18b), which is connected to the control centre communication connection (17). The field devices (14), the station control device (16) and the network control centre device (18a, 18b) are equipped to process operation management data, and the communication bus (15) and the control centre communication connection (17) are equipped to transmit the operation management data to a first communication protocol or to a first data transmission service. In order to expand the functional scope of such a power automation system, without impairing operational safety, availability and reliability, according to the invention the field devices (14), the station control device (16) and the network control centre device (17) are also equipped to process electrical power quality data, and the communication bus (15) and the control centre communication connection (18a, 18b) are also equipped to transmit the electrical power quality data to a second communication protocol or to a second data transmission service."
2017,"The invention relates to a method for producing a fault signal, which indicates a single-pole or a double-pole fault in a three-phase electrical power grid which occurred during a present electric oscillation in the electrical power grid. In order to provide a possibility by which single-pole or double-pole faults occurring during oscillation can be detected with high reliability, according to the invention a symmetry signal is produced during the oscillation, which indicates whether the oscillation is symmetrical or unsymmetrical, and the phases of the electrical power grid are checked for an existing fault, wherein the symmetry signal is used for carrying out the check. The fault signal is produced if a fault was detected during the check. The invention further relates to a protective device comprising an accordingly equipped control unit."
2016,Transient survivability metrics are used to select improvements to distribution automation network designs. The approach combines survivability analysis and power flow analysis to assess the survivability of the distribution power grid network. Available investment decisions are then automatically optimized with respect to survivability and investment costs.
2016,"According to an aspect of the invention, there is provided a method for optimizing a cost of electric power generation in a smart site energy management model, including providing a cost function that models a smart building-grid energy system of a plurality of buildings on a site interconnected with electric power grid energy resources and constraints due to a building model, an electric grid model, and a building-grid interface model, where decision variables for each of the building model, the electric grid model, and the building-grid interface model are box-constrained, and minimizing the cost function subject to the building model constraints, the electric grid model constraints, and building-grid interface model constraints."
2016,"A wind turbine (8) for controlling power oscillations on a grid of a power system (28). The wind turbine (8) comprises rotor blades (12) for turning by the wind, an electric generator (20) rotatably coupled to the rotor blades (12), a power converter (24) responsive to electricity generated by the electric generator (20), the power converter (24) for converting the generated electricity to a frequency and voltage suitable for supply to the power grid (28), and the power converter for regulating voltage on the grid supplemented by modulating real power for damping the power oscillations."
2016,"A method of controlling a wind power plant, the wind power plant having a plurality of wind turbines and being connected to a power grid is provided. The method includes (a) detecting a grid frequency instability, (b) selecting a subset of wind turbines, (c) modifying a power reference for each wind turbine in the selected subset of wind turbines to respond to the grid frequency instability, and (d) applying the modified power references to the corresponding wind turbines in the selected subset of wind turbines. A wind power plant controller, a wind power plant, a computer program, and a computer program product are also provided."
2016,"A method of adjusting the power absorbed by at least one vehicle powered by at least one electrical energy storage unit and one electrical network on the ground providing the vehicle with at least one inrush current necessary for starting up the vehicle, includes adjusting the inrush current, before and at least during the starting-up of the vehicle, to a constant mean value and keeping variations of the inrush current around the mean value to a minimum by controlling at least one variable supply of compensating energy from the energy storage unit of the vehicle. A computer for implementing the method is also provided."
2016,"The present invention describes a method of adjusting the electrical supply voltage for operation of at least one vehicle powered by at least:- a first electrical energy storage unit (US1) on board the vehicle, - an electrical network on the ground providing the vehicle at least with an intake of energy by application of a supply voltage (Usol) via a means of electrical distribution (RAIL), characterized in that the first energy storage unit (US1) is controllable under two regimes termed generator and receiver, in that: - in the generator regime, an algebraically additive (Uadd) supply voltage originating from the first electrical storage unit (US1) is applied to the distribution means (RAIL) so as to maintain a supply voltage (Urail) above a predefined minimum threshold (Urail_min); - in the receiver regime, if a surplus of supply voltage (Urail) originating at least partially from a second storage unit (US2) in the generator regime is detected above the minimum threshold (Urail_min), this surplus is channelled energetically to the first energy storage unit (US1) of said vehicle if it is required for the operation of said vehicle and makes it possible to maintain the supply voltage (Urail) under a predefined maximum threshold (Urail_max) and above the predefined minimum threshold (Urail_min)."
2016,"Disclosed in the present invention is an isolating switch, comprising a static contact, a front conductive arm and an arc ignition device; the arc ignition device comprises an arc ignition plate, an arc ignition rod, an arc ignition frame and an elastic member; the arc ignition plate is installed on the static contact; the arc ignition frame is installed on the front conductive arm; the arc ignition rod is slidably disposed in the arc ignition frame; the elastic member is disposed on the arc ignition rod and can make the arc ignition rod move toward the arc ignition plate. Since the isolating switch in an embodiment of the present invention uses an arc ignition device, using an elastic member to drive an arc ignition rod into contact with an arc ignition plate, burning due to arcing will not occur between the static contact and contact fingers during the opening and closing operations, so safe operation of the electrical system can be guaranteed."
2016,"An apparatus and method to monitor temperature variation in electrical system generator components is provided. A temperature probe comprising temperature information conveyor that directly transfers temperature variation information to a temperature-sensitive light window is utilized. A pair of light guides can be employed, wherein the first conveys light to the light window from a light source, and light passing from the window is captured by the second light guide and conveyed to a light sensor. Within pre-selected temperature ranges light passes through the window, but pre-specified temperature variations will close the window thereby blocking the light so as to signal a critical temperature variation has occurred. The temperature information conveyor is chosen so as to have definite properties in terms of a heat conductivity coefficient to promote rapid, direct conveyance of temperature variation information. It further can be formed to enhance the speed and efficiency of temperature information conveyance. The apparatus and methods permit any selected component or portion of an electrical generator system to be monitored. Moreover, multiple components can be monitored simultaneously."
2015,"A vehicle is supplied by a first electrical energy storage unit on board the vehicle, and a ground electrical network providing an energy supply by application of a supply voltage through electrical distribution. The first energy storage unit is controllable under a generator regime or a receiver regime. The supply voltage is adjusted, in the generator regime, by applying an algebraically additive supply voltage originating from the first electrical storage unit to the distribution, to maintain a supply voltage above a minimum threshold. In the receiver regime, if a surplus of supply voltage originating at least partially from a second storage unit in the generator regime is detected above the minimum threshold, this surplus is channeled energetically to the first energy storage unit of the vehicle if it is required for operating the vehicle and enables maintaining the supply voltage below a maximum threshold and above the minimum threshold."
