"","x"
"reliabl",21
"respons",21
"smooth",21
"steam",21
"turbin",21
"contain",20
"continu",20
"extern",20
"independ",20
"order",20
"parallel",20
"plan",20
"plant",20
"specif",20
"total",20
"analysi",19
"applic",19
"lock",19
"record",19
"symbol",19
"appli",18
"area",18
"drop",18
"improv",18
"machin",18
"modifi",18
"pipe",18
"reactor",18
"support",18
"acquisit",17
"characterist",17
"cost",17
"logic",17
"lower",17
"outsid",17
"path",17
"polar",17
"revers",17
"screen",17
"stabl",17
"step",17
"within",17
"woman",17
"angl",16
"cut",16
"degre",16
"fluctuat",16
"mainten",16
"master",16
"puls",16
"rotat",16
"size",16
"abnorm",15
"bird",15
"combin",15
"commerci",15
"compar",15
"crystal",15
"defect",15
"develop",15
"deviat",15
"exceed",15
"identif",15
"identifi",15
"integr",15
"link",15
"mechan",15
"phasor",15
"real",15
"recept",15
"teach",15
"wind",15
"associ",14
"avail",14
"bodi",14
"caus",14
"cross",14
"destin",14
"express",14
"notif",14
"read",14
"reduct",14
"relat",14
"secur",14
"tabl",14
"arm",13
"band",13
"client",13
"complet",13
"contribut",13
"electrod",13
"enabl",13
"encrypt",13
"event",13
"fourth",13
"hold",13
"increas",13
"interconnect",13
"less",13
"pattern",13
"prioriti",13
"program",13
"purpos",13
"ratio",13
"semiconductor",13
"sensor",13
"seri",13
"sign",13
"subject",13
"surfac",13
"advanc",12
"comparison",12
"constant",12
"creation",12
"dam",12
"desir",12
"distanc",12
"electron",12
"fundament",12
"intens",12
"neutral",12
"pockel",12
"residu",12
"sensit",12
"separ",12
"transit",12
"trip",12
"unnecessari",12
"variabl",12
"coeffici",11
"compos",11
"contact",11
"follow",11
"imag",11
"incid",11
"mode",11
"primari",11
"random",11
"small",11
"stack",11
"transfer",11
"upper",11
"width",11
"arrang",10
"bar",10
"claim",10
"content",10
"custom",10
"cycl",10
"deriv",10
"deterior",10
"error",10
"execut",10
"form",10
"heat",10
"inhibit",10
"intern",10
"loss",10
"made",10
"mate",10
"natur",10
"normal",10
"pcs",10
"precis",10
"produc",10
"qualiti",10
"realiz",10
"repres",10
"rush",10
"thyristor",10
"updat",10
"arithmet",9
"assist",9
"call",9
"chamber",9
"count",9
"curv",9
"due",9
"evalu",9
"flexibl",9
"higher",9
"initi",9
"inrush",9
"instantan",9
"judg",9
"left",9
"memori",9
"merg",9
"minimum",9
"mount",9
"oxid",9
"panel",9
"photovolta",9
"place",9
"pre",9
"recoveri",9
"remot",9
"satisfi",9
"simpl",9
"soc",9
"space",9
"station",9
"substrat",9
"superconduct",9
"tag",9
"therebi",9
"util",9
"write",9
"actual",8
"amplitud",8
"angular",8
"antenna",8
"build",8
"bypass",8
"condens",8
"consist",8
"consum",8
"coordin",8
"divid",8
"downstream",8
"driven",8
"econom",8
"elev",8
"equival",8
"establish",8
"exchang",8
"factor",8
"format",8
"free",8
"freez",8
"gas",8
"heater",8
"instrument",8
"local",8
"market",8
"minut",8
"multipl",8
"multipli",8
"paramet",8
"pass",8
"processor",8
"rapid",8
"rear",8
"reclos",8
"relationship",8
"rosewood",8
"send",8
"specifi",8
"troubl",8
"zone",8
"access",7
"allow",7
"automat",7
"basic",7
"becom",7
"branch",7
"chopper",7
"chungbang",7
"coil",7
"constitut",7
"definit",7
"dispers",7
"ensur",7
"enter",7
"exampl",7
"fail",7
"flicker",7
"hardwar",7
"insid",7
"judgment",7
"liquid",7
"long",7
"maintain",7
"malfunct",7
"object",7
"overal",7
"overload",7
"pole",7
"port",7
"progress",7
"proper",7
"rais",7
"remain",7
"renew",7
"rotor",7
"run",7
"satur",7
"save",7
"schedul",7
"scott",7
"servic",7
"site",7
"smaller",7
"subtract",7
"sum",7
"turn",7
"acceler",6
"accur",6
"algorithm",6
"arc",6
"assess",6
"averag",6
"back",6
"black",6
"carrier",6
"channel",6
"easili",6
"equal",6
"excel",6
"excess",6
"fall",6
"flux",6
"gain",6
"gateway",6
"greater",6
"hand",6
"home",6
"horn",6
"iiv",6
"induct",6
"interrupt",6
"lan",6
"micro",6
"minim",6
"movement",6
"mppt",6
"necessari",6
"node",6
"offset",6
"origin",6
"overlap",6
"overvoltag",6
"parti",6
"peak",6
"pref",6
"probabl",6
"quick",6
"radiat",6
"recircul",6
"remov",6
"ruptur",6
"safeti",6
"shake",6
"share",6
"slave",6
"special",6
"structur",6
"superimpos",6
"supplement",6
"usb",6
"various",6
"vdc",6
"view",6
"volum",6
"vulgar",6
"water",6
"wire",6
"abbrevi",5
"absenc",5
"accompani",5
"accumul",5
"accuraci",5
"affect",5
"along",5
"array",5
"assum",5
"avoid",5
"axial",5
"bridg",5
"buffer",5
"character",5
"check",5
"clock",5
"conduct",5
"confirm",5
"conjunct",5
"conting",5
"cpu",5
"depend",5
"disconnect",5
"easi",5
"expand",5
"feed",5
"file",5
"forward",5
"inject",5
"insul",5
"interfac",5
"interv",5
"introduc",5
"layer",5
"light",5
"loop",5
"magnetoresist",5
"magnitud",5
"mic",5
"move",5
"multi",5
"mutual",5
"negat",5
"pair",5
"physic",5
"premis",5
"preset",5
"procedur",5
"product",5
"protector",5
"relief",5
"restart",5
"retriev",5
"ring",5
"seal",5
"selector",5
"sequenc",5
"shown",5
"simul",5
"sleep",5
"stator",5
"success",5
"sudanreul",5
"surg",5
"term",5
"thereof",5
"toward",5
"transduc",5
"trigger",5
"ttungttungyi",5
"unstabl",5
"upon",5
"upstream",5
"vector",5
"wherein",5
"absolut",4
"acoust",4
"adapt",4
"alloc",4
"appropri",4
"arriv",4
"attent",4
"auxiliari",4
"axi",4
"behind",4
"bmu",4
"breeder",4
"carri",4
"central",4
"certain",4
"child",4
"comprehens",4
"contactor",4
"contract",4
"convent",4
"cooper",4
"counter",4
"cover",4
"decis",4
"disast",4
"dispos",4
"dongyong",4
"electrolyt",4
"exist",4
"extend",4
"extinguish",4
"facilit",4
"featur",4
"fill",4
"five",4
"four",4
"give",4
"given",4
"gps",4
"haeryeol",4
"human",4
"hydroelectr",4
"imbal",4
"immedi",4
"implement",4
"inductor",4
"iref",4
"jacket",4
"larger",4
"laser",4
"margin",4
"microprocessor",4
"mirror",4
"occurr",4
"onlin",4
"opposit",4
"optim",4
"pager",4
"per",4
"price",4
"prior",4
"problem",4
"promot",4
"pwm",4
"reach",4
"reaction",4
"rectifi",4
"reflect",4
"resistor",4
"resum",4
"risk",4
"rout",4
"router",4
"safe",4
"seat",4
"shift",4
"simultan",4
"six",4
"speech",4
"stage",4
"stand",4
"still",4
"suspend",4
"synthet",4
"temperatur",4
"toler",4
"unbal",4
"unless",4
"usag",4
"wake",4
"wide",4
"abil",3
"agit",3
"amen",3
"among",3
"approxim",3
"asynchron",3
"audio",3
"balanc",3
"batch",3
"beam",3
"card",3
"catenari",3
"charact",3
"circul",3
"coat",3
"column",3
"condition",3
"consider",3
"contrast",3
"correl",3
"coupl",3
"crude",3
"cryo",3
"defin",3
"diagram",3
"disk",3
"disturb",3
"durat",3
"earth",3
"eld",3
"environment",3
"everi",3
"facial",3
"fed",3
"fifth",3
"fire",3
"flag",3
"formula",3
"full",3
"fulli",3
"grant",3
"hard",3
"hierarchi",3
"household",3
"imd",3
"imq",3
"increment",3
"individu",3
"influenc",3
"inquiri",3
"instabl",3
"island",3
"itd",3
"itq",3
"jurisdict",3
"lead",3
"life",3
"membran",3
"miss",3
"mix",3
"moment",3
"msc",3
"narrow",3
"npc",3
"orific",3
"oscil",3
"paragraph",3
"portfolio",3
"practic",3
"preced",3
"prefer",3
"presenc",3
"print",3
"privaci",3
"provision",3
"pump",3
"pyranomet",3
"radio",3
"recogn",3
"redund",3
"region",3
"regular",3
"reheat",3
"replac",3
"reson",3
"restrict",3
"scada",3
"scale",3
"sent",3
"shorten",3
"skeleton",3
"sound",3
"statist",3
"steel",3
"subsystem",3
"subunit",3
"suitabl",3
"supervisori",3
"surveil",3
"suscept",3
"synthesi",3
"taken",3
"timer",3
"top",3
"trunk",3
"user",3
"vari",3
"verif",3
"verifi",3
"vessel",3
"visual",3
"vmax",3
"voic",3
"weight",3
"wireless",3
"work",3
"accommod",2
"action",2
"actuat",2
"add",2
"address",2
"administ",2
"advic",2
"age",2
"agent",2
"analyz",2
"ancestor",2
"ancestr",2
"anonym",2
"anti",2
"appear",2
"applianc",2
"aris",2
"assign",2
"backup",2
"backward",2
"begin",2
"best",2
"blocker",2
"blow",2
"breakdown",2
"burden",2
"cabl",2
"capacit",2
"car",2
"cattl",2
"center",2
"compart",2
"constraint",2
"cryogen",2
"cryopreserv",2
"cryptograph",2
"dead",2
"decreas",2
"deploy",2
"difficult",2
"dimens",2
"diod",2
"disc",2
"discrimin",2
"displac",2
"distributor",2
"doubli",2
"driver",2
"electrochem",2
"emerg",2
"ethernet",2
"exact",2
"excret",2
"exhal",2
"extent",2
"extractor",2
"fabric",2
"failov",2
"fals",2
"fast",2
"fiber",2
"fig",2
"flang",2
"forecast",2
"fragment",2
"freezer",2
"futur",2
"fuzhou",2
"gather",2
"graphic",2
"half",2
"happen",2
"highway",2
"histori",2
"hour",2
"iha",2
"ihb",2
"ihc",2
"iinv",2
"imaginari",2
"impact",2
"induc",2
"insert",2
"inspect",2
"inter",2
"interchang",2
"intermedi",2
"introduct",2
"inv",2
"involv",2
"isol",2
"jiljeomgy",2
"keep",2
"knit",2
"later",2
"length",2
"lift",2
"lightn",2
"live",2
"magneto",2
"manipul",2
"manner",2
"map",2
"medium",2
"microgrid",2
"mismatch",2
"mover",2
"must",2
"net",2
"next",2
"nic",2
"non",2
"note",2
"observ",2
"occup",2
"opportun",2
"optimum",2
"overcurr",2
"overreach",2
"overwrit",2
"oxygen",2
"paint",2
"past",2
"pbatref",2
"permit",2
"perpendicular",2
"person",2
"personnel",2
"pgdet",2
"photodetector",2
"pid",2
"plate",2
"plus",2
"postur",2
"predictor",2
"prepar",2
"prescrib",2
"prime",2
"proceed",2
"proof",2
"properti",2
"protocol",2
"quantifi",2
"railway",2
"rdz",2
"refriger",2
"regardless",2
"regul",2
"releas",2
"relev",2
"reliev",2
"repeat",2
"reset",2
"return",2
"reveal",2
"revenu",2
"rich",2
"room",2
"root",2
"routin",2
"row",2
"rule",2
"samhyun",2
"sans",2
"satellit",2
"scatter",2
"scenario",2
"seismic",2
"setpoint",2
"setup",2
"shape",2
"shortag",2
"shorter",2
"shut",2
"solv",2
"spike",2
"squar",2
"stainless",2
"static",2
"steadi",2
"strain",2
"streamlin",2
"stricken",2
"substanti",2
"substitut",2
"suffici",2
"superpos",2
"surplus",2
"sway",2
"takyong",2
"tertiari",2
"thereon",2
"togeth",2
"touch",2
"tower",2
"trace",2
"tracer",2
"trade",2
"train",2
"transceiv",2
"transient",2
"transmitt",2
"transport",2
"tri",2
"unif",2
"valid",2
"vapor",2
"var",2
"varieti",2
"ventil",2
"void",2
"vref",2
"whose",2
"woke",2
"world",2
"zero",2
"accept",1
"accomplish",1
"accus",1
"across",1
"act",1
"adder",1
"advantag",1
"advis",1
"aggreg",1
"agreement",1
"aid",1
"alarm",1
"align",1
"although",1
"alway",1
"andor",1
"anod",1
"anomali",1
"approach",1
"approv",1
"around",1
"artifici",1
"aspect",1
"asset",1
"attach",1
"attend",1
"attract",1
"attribut",1
"austenit",1
"bakkeu",1
"balham",1
"balji",1
"bandwidth",1
"barrier",1
"behalf",1
"behavior",1
"bellow",1
"belong",1
"bend",1
"better",1
"bias",1
"bidirect",1
"bill",1
"binari",1
"blockabl",1
"bnumi",1
"boksusang",1
"boost",1
"boundari",1
"box",1
"break",1
"bring",1
"broad",1
"broaden",1
"broken",1
"browser",1
"built",1
"burst",1
"busbar",1
"busi",1
"butt",1
"byeonryu",1
"came",1
"cancel",1
"captur",1
"categori",1
"cater",1
"certif",1
"chair",1
"changeabl",1
"chapter",1
"charger",1
"chart",1
"children",1
"choic",1
"circl",1
"circumfer",1
"circumst",1
"cis",1
"citi",1
"clamp",1
"class",1
"clear",1
"clearanc",1
"closer",1
"closur",1
"collabor",1
"collector",1
"comfort",1
"commit",1
"common",1
"compani",1
"complement",1
"complex",1
"composit",1
"concentr",1
"concern",1
"conform",1
"conscious",1
"consequ",1
"consid",1
"constitu",1
"construct",1
"contrari",1
"conveni",1
"converg",1
"coolant",1
"copper",1
"cow",1
"cratioi",1
"criteria",1
"decentr",1
"dedic",1
"deform",1
"deliveri",1
"depress",1
"describ",1
"design",1
"destroy",1
"diagnost",1
"dictionari",1
"die",1
"diplex",1
"disord",1
"divis",1
"divulg",1
"done",1
"dongjak",1
"drawn",1
"dynam",1
"earliest",1
"earthquak",1
"eas",1
"eccentr",1
"edg",1
"elaps",1
"electrician",1
"electrolysi",1
"electromagnet",1
"elimin",1
"emit",1
"enemi",1
"energ",1
"enhanc",1
"eva",1
"evacu",1
"exclud",1
"exemplari",1
"extens",1
"extra",1
"eye",1
"face",1
"fashion",1
"faster",1
"feasibl",1
"fibrous",1
"figur",1
"film",1
"finger",1
"fix",1
"flight",1
"flip",1
"flop",1
"focus",1
"forc",1
"forcibl",1
"former",1
"framework",1
"freeli",1
"frequent",1
"front",1
"frozen",1
"frt",1
"fuse",1
"gaesap",1
"gap",1
"gaug",1
"general",1
"geuppy",1
"glass",1
"god",1
"gopyul",1
"grace",1
"guarante",1
"guard",1
"gwejeonseon",1
"handl",1
"held",1
"hmia",1
"hmib",1
"hole",1
"hope",1
"horsesho",1
"hot",1
"hous",1
"hwahal",1
"hydraul",1
"iivr",1
"imdref",1
"impair",1
"imperfect",1
"import",1
"imqref",1
"incent",1
"incorrect",1
"incur",1
"ingest",1
"inner",1
"inputoutput",1
"inscrib",1
"instead",1
"integ",1
"intend",1
"interim",1
"interior",1
"intermitt",1
"interpol",1
"interpret",1
"intuit",1
"invers",1
"invinv",1
"irregular",1
"issu",1
"itdref",1
"item",1
"itqref",1
"jinhohwan",1
"junction",1
"kou",1
"kxbf",1
"kxm",1
"lamin",1
"laps",1
"largest",1
"late",1
"latest",1
"layout",1
"leverag",1
"lfc",1
"lifetim",1
"linear",1
"locat",1
"longer",1
"lost",1
"lsw",1
"luxuri",1
"maejeon",1
"mass",1
"max",1
"maximis",1
"meantim",1
"menu",1
"metal",1
"minus",1
"mistaken",1
"mitig",1
"modif",1
"motor",1
"mouth",1
"multiplex",1
"muster",1
"mxbf",1
"naejineun",1
"near",1
"nearest",1
"necess",1
"negoti",1
"newli",1
"nois",1
"nomin",1
"nonvolatil",1
"notifi",1
"obscur",1
"oca",1
"ocb",1
"occ",1
"occupi",1
"offer",1
"offlin",1
"ongo",1
"onha",1
"otherwis",1
"owner",1
"panoram",1
"parall",1
"parent",1
"particip",1
"passag",1
"pay",1
"pbat",1
"peer",1
"peopl",1
"percentag",1
"perimet",1
"peripheri",1
"permiss",1
"perturb",1
"phenomenon",1
"phylogenet",1
"piec",1
"pinpoint",1
"plane",1
"play",1
"pmpp",1
"poll",1
"polo",1
"pop",1
"preliminari",1
"preq",1
"prerequisit",1
"presenceabs",1
"princip",1
"priorit",1
"privat",1
"profit",1
"proport",1
"purg",1
"quantum",1
"quicker",1
"rail",1
"reactanc",1
"reason",1
"recharg",1
"reciproc",1
"regard",1
"regen",1
"repair",1
"replenish",1
"resourc",1
"respond",1
"resumpt",1
"retail",1
"retent",1
"revert",1
"river",1
"rms",1
"saengsal",1
"sale",1
"sangam",1
"scalabl",1
"scene",1
"scheme",1
"seek",1
"segment",1
"sens",1
"sequenti",1
"serial",1
"seungsok",1
"shear",1
"shed",1
"sheet",1
"shirakawa",1
"shortfal",1
"shot",1
"show",1
"sikkim",1
"similar",1
"simplifi",1
"sinusoid",1
"situat",1
"sixth",1
"slight",1
"slope",1
"smoother",1
"sodium",1
"softwar",1
"sole",1
"solid",1
"solut",1
"spoken",1
"spot",1
"stabli",1
"standbi",1
"startup",1
"stationari",1
"stochast",1
"straight",1
"stream",1
"strict",1
"stroke",1
"sub",1
"subtractor",1
"sudden",1
"sulfur",1
"sun",1
"superheat",1
"surado",1
"suspens",1
"svc",1
"switchgear",1
"sync",1
"synthes",1
"systemat",1
"tailor",1
"takeov",1
"teacher",1
"technolog",1
"temporari",1
"temporarili",1
"text",1
"thereaft",1
"therefor",1
"thread",1
"tile",1
"toggl",1
"tool",1
"torqu",1
"track",1
"transact",1
"treat",1
"treatment",1
"tree",1
"triangular",1
"true",1
"ttaejeon",1
"tune",1
"unabl",1
"uniform",1
"unipolar",1
"unnecessarili",1
"upset",1
"urgent",1
"usual",1
"veloc",1
"vertic",1
"vibrat",1
"vicin",1
"virtual",1
"viv",1
"vocal",1
"voffass",1
"voltagecurr",1
"voltammetri",1
"vrr",1
"vulner",1
"wait",1
"warm",1
"watt",1
"wear",1
"weather",1
"wherebi",1
"whole",1
"wider",1
"wish",1
"wit",1
"withstand",1
"won",1
"worsen",1
"written",1
"www",1
"year",1
"yet",1
"yield",1
