"","V1"
"241",5
"242",3
"243",4
"244",4
"245",4
"246",4
"247",4
"248",4
"249",2
"250",2
"251",4
"252",4
"253",5
"254",2
"255",4
"256",4
"257",4
"258",4
"259",4
"260",3
"261",2
"262",1
"263",5
"264",4
"265",4
"266",4
"267",5
"268",4
"269",5
"270",3
"271",2
"272",5
"273",5
"274",1
"275",4
"276",4
"277",1
"278",4
"279",3
"280",1
"281",1
"282",3
"283",5
"284",4
"285",4
"286",4
"287",5
"288",2
"289",2
"290",3
"291",2
"292",3
"293",3
"294",3
"295",3
"296",3
"297",3
"298",3
"299",1
"300",2
"301",2
"302",3
"303",4
"304",3
"305",3
"306",3
"307",3
"308",2
"309",3
"310",3
"311",3
"312",3
"313",1
"314",3
"315",3
"316",3
"317",1
"318",5
"319",5
"320",2
"321",4
"322",3
"323",5
"324",3
"325",1
"326",3
"327",3
"328",3
"329",3
"330",2
"331",2
"332",3
"333",3
"334",1
"335",2
"336",3
"337",1
"338",3
"339",5
"340",2
"341",5
"342",5
"343",5
"344",1
"345",1
"346",1
"347",5
"348",1
"349",5
"350",1
"351",5
"352",1
"353",3
"354",1
"355",1
"356",5
"357",1
"358",1
"359",3
"360",1
"361",1
"362",3
"363",3
"364",2
"365",5
"366",1
"367",1
"368",3
"369",2
"370",2
"371",1
"372",1
"373",1
"374",1
"375",5
"376",5
"377",1
"378",3
"379",2
"380",3
"381",1
"382",2
"383",1
"384",1
"385",3
"386",1
"387",1
"388",5
"389",1
"390",1
"391",1
"392",2
"393",1
"394",1
"395",1
"396",1
"397",1
"398",1
"399",1
"400",5
"401",2
"402",1
"403",2
"404",1
"405",3
"406",2
"407",1
"408",2
"409",1
"410",2
"411",1
"412",1
"413",1
"414",5
"415",5
"416",2
"417",1
"418",2
"419",3
"420",3
"421",1
"422",3
"423",5
"424",2
"425",3
"426",2
"427",1
"428",3
"429",4
"430",4
"431",3
"432",4
"433",4
"434",2
"435",5
"436",5
"437",4
"438",1
"439",2
"440",4
"441",2
"442",5
"443",5
"444",4
"445",5
"446",5
"447",2
"448",5
"449",4
"450",4
"451",4
"452",4
"453",4
"454",4
"455",5
"456",5
"457",4
"458",4
"459",4
"460",4
"461",4
"462",1
"463",1
"464",1
"465",3
"466",1
"467",1
"468",1
"469",1
"470",2
"471",3
"472",5
"473",5
"474",2
"475",4
"476",2
"477",3
"478",5
"479",1
"480",4
"481",3
"482",2
"483",4
"484",5
"485",4
"486",4
"487",4
"488",1
"489",4
"490",2
"491",4
"492",4
"493",2
"494",5
"495",2
"496",4
"497",4
"498",4
"499",4
"500",5
"501",3
"502",4
"503",4
"504",4
"505",2
"506",4
"507",1
"508",3
"509",5
"510",4
"511",2
"512",2
"513",4
"514",4
"515",4
"516",4
"517",2
"518",4
"519",4
"520",4
"521",4
"522",3
"523",4
"524",4
"525",4
"526",4
"527",3
"528",4
"529",4
"530",4
"531",3
"532",2
"533",3
"534",4
"535",3
"536",3
"537",4
"538",5
"539",1
"540",3
"541",3
"542",4
"543",3
"544",3
"545",2
"546",2
"547",3
"548",1
"549",2
"550",3
"551",1
"552",2
"553",5
"554",3
"555",2
"556",2
"557",5
"558",2
"559",3
"560",3
"561",3
"562",5
"563",2
"564",5
"565",1
"566",2
"567",2
"568",2
"569",5
"570",3
"571",1
"572",1
"573",1
"574",3
"575",1
"576",1
"577",2
"578",1
"579",1
"580",2
"581",1
"582",3
"583",2
"584",2
"585",1
"586",2
"587",1
"588",2
"589",3
"590",1
"591",5
"592",2
"593",3
"594",1
"595",5
"596",3
"597",5
"598",2
"599",1
"600",1
"601",1
"602",2
"603",5
"604",2
"605",1
"606",1
"607",5
"608",2
"609",1
"610",2
"611",1
"612",2
"613",2
"614",1
"615",1
"616",1
"617",1
"618",4
"619",5
"620",1
"621",1
"622",1
"623",5
"624",5
"625",2
"626",3
"627",1
"628",1
"629",2
"630",5
"631",1
"632",1
"633",2
"634",2
"635",1
"636",1
"637",1
"638",1
"639",2
"640",2
"641",1
"642",1
"643",1
"644",1
"645",1
"646",1
"647",1
"648",1
"649",2
"650",2
"651",2
"652",1
"653",5
"654",2
"655",1
"656",1
"657",1
"658",1
"659",1
"660",4
"661",3
"662",4
"663",5
"664",5
"665",5
"666",5
"667",4
"668",1
"669",1
"670",4
"671",5
"672",1
"673",2
"674",4
"675",4
"676",4
"677",5
"678",5
"679",5
"680",5
"681",3
"682",2
"683",5
"684",4
"685",4
"686",4
"687",4
"688",5
"689",4
"690",3
"691",5
"692",4
"693",5
"694",4
"695",4
"696",4
"697",2
"698",5
"699",5
"700",4
"701",4
"702",4
"703",3
"704",1
"705",5
"706",4
"707",5
"708",5
"709",4
"710",5
"711",4
"712",1
"713",4
"714",4
"715",4
"716",1
"717",4
"718",4
"719",1
"720",4
"721",1
"722",4
"723",4
"724",4
"725",3
"726",1
"727",4
"728",2
"729",1
"730",4
"731",4
"732",1
"733",4
"734",5
"735",5
"736",4
"737",4
"738",2
"739",2
"740",4
"741",2
"742",2
"743",2
"744",1
"745",4
"746",5
"747",4
"748",4
"749",4
"750",1
"751",4
"752",4
"753",4
"754",4
"755",2
"756",5
"757",4
"758",3
"759",4
"760",3
"761",4
"762",4
"763",1
"764",4
"765",4
"766",2
"767",4
"768",5
"769",4
"770",4
"771",1
"772",5
"773",4
"774",4
"775",4
"776",4
"777",1
"778",5
"779",5
"780",3
"781",1
"782",4
"783",2
"784",2
"785",3
"786",4
"787",5
"788",1
"789",5
"790",3
"791",3
"792",5
"793",3
"794",3
"795",3
"796",2
"797",3
"798",3
"799",3
"800",1
"801",3
"802",3
"803",3
"804",3
"805",5
"806",1
"807",1
"808",3
"809",5
"810",3
"811",2
"812",3
"813",5
"814",3
"815",4
"816",3
"817",5
"818",3
"819",3
"820",1
"821",2
"822",3
"823",2
"824",2
"825",5
"826",5
"827",3
"828",2
"829",2
"830",5
"831",2
"832",3
"833",1
"834",2
"835",2
"836",1
"837",1
"838",1
"839",2
"840",3
"841",2
"842",1
"843",5
"844",3
"845",1
"846",1
"847",5
"848",1
"849",1
"850",1
"851",5
"852",2
"853",2
"854",1
"855",2
"856",3
"857",1
"858",1
"859",5
"860",1
"861",2
"862",1
"863",3
"864",3
"865",1
"866",5
"867",3
"868",2
"869",5
"870",1
"871",1
"872",3
"873",1
"874",1
"875",1
"876",2
"877",5
"878",1
"879",5
"880",5
"881",1
"882",1
"883",3
"884",5
"885",1
"886",5
"887",1
"888",2
"889",5
"890",1
"891",5
"892",1
"893",2
"894",1
"895",1
"896",2
"897",1
"898",2
"899",5
"900",1
"901",5
"902",1
"903",2
"904",2
"905",5
"906",2
"907",2
"908",1
"909",2
"910",2
"911",1
"912",5
"913",4
"914",5
"915",1
"916",5
"917",5
"918",5
"919",4
"920",4
"921",2
"922",5
"923",4
"924",5
"925",4
"926",1
"927",4
"928",4
"929",5
"930",5
"931",4
"932",4
"933",5
"934",1
"935",3
"936",1
"937",5
"938",1
"939",4
"940",1
"941",1
"942",3
"943",4
"944",4
"945",4
"946",4
"947",2
"948",2
"949",4
"950",4
"951",1
"952",4
"953",3
"954",4
"955",2
"956",2
"957",4
"958",4
"959",4
"960",4
"961",4
"962",5
"963",2
"964",1
"965",4
"966",4
"967",4
"968",1
"969",4
"970",3
"971",4
"972",5
"973",4
"974",5
"975",5
"976",4
"977",4
"978",2
"979",4
"980",4
"981",2
"982",2
"983",4
"984",4
"985",1
"986",5
"987",1
"988",4
"989",4
"990",4
"991",4
"992",4
"993",4
"994",4
"995",3
"996",5
"997",4
"998",4
"999",5
"1000",2
"1001",4
"1002",4
"1003",5
"1004",5
"1005",5
"1006",4
"1007",4
"1008",4
"1009",5
"1010",3
"1011",3
"1012",4
"1013",4
"1014",4
"1015",4
"1016",1
"1017",3
"1018",1
"1019",5
"1020",5
"1021",4
"1022",5
"1023",1
"1024",3
"1025",4
"1026",1
"1027",3
"1028",3
"1029",5
"1030",2
"1031",3
"1032",5
"1033",5
"1034",5
"1035",1
"1036",3
"1037",3
"1038",2
"1039",3
"1040",3
"1041",2
"1042",1
"1043",3
"1044",3
"1045",3
"1046",3
"1047",3
"1048",2
"1049",3
"1050",2
"1051",3
"1052",1
"1053",2
"1054",2
"1055",5
"1056",2
"1057",1
"1058",1
"1059",1
"1060",1
"1061",1
"1062",1
"1063",1
"1064",1
"1065",5
"1066",1
"1067",1
"1068",1
"1069",1
"1070",5
"1071",1
"1072",5
"1073",1
"1074",2
"1075",1
"1076",1
"1077",1
"1078",1
"1079",2
"1080",3
"1081",2
"1082",2
"1083",2
"1084",2
"1085",5
"1086",1
"1087",3
"1088",1
"1089",1
"1090",5
"1091",2
"1092",2
"1093",1
"1094",1
"1095",2
"1096",3
"1097",2
"1098",1
"1099",1
"1100",1
"1101",1
"1102",5
"1103",1
"1104",1
"1105",3
"1106",1
"1107",1
"1108",2
"1109",3
"1110",2
"1111",1
"1112",1
"1113",5
"1114",1
"1115",1
"1116",1
"1117",5
"1118",1
"1119",2
"1120",3
"1121",1
"1122",2
"1123",1
"1124",4
"1125",4
"1126",3
"1127",1
"1128",4
"1129",5
"1130",4
"1131",2
"1132",4
"1133",4
"1134",5
"1135",5
"1136",2
"1137",4
"1138",3
"1139",5
"1140",1
"1141",4
"1142",4
"1143",2
"1144",3
"1145",3
"1146",4
"1147",4
"1148",4
"1149",4
"1150",4
"1151",2
"1152",2
"1153",3
"1154",1
"1155",4
"1156",4
"1157",5
"1158",4
"1159",4
"1160",5
"1161",4
"1162",4
"1163",4
"1164",2
"1165",4
"1166",2
"1167",4
"1168",4
"1169",5
"1170",5
"1171",4
"1172",2
"1173",2
"1174",3
"1175",4
"1176",4
"1177",4
"1178",4
"1179",4
"1180",4
"1181",4
"1182",3
"1183",4
"1184",4
"1185",1
"1186",4
"1187",4
"1188",2
"1189",4
"1190",2
"1191",4
"1192",4
"1193",4
"1194",4
"1195",5
"1196",4
"1197",4
"1198",2
"1199",4
"1200",4
"1201",4
"1202",4
"1203",4
"1204",4
"1205",4
"1206",1
"1207",4
"1208",4
"1209",2
"1210",4
"1211",4
"1212",4
"1213",4
"1214",4
"1215",5
"1216",4
"1217",1
"1218",2
"1219",3
"1220",2
"1221",5
"1222",5
"1223",4
"1224",2
"1225",2
"1226",3
"1227",1
"1228",1
"1229",1
"1230",1
"1231",2
"1232",3
"1233",1
"1234",2
"1235",1
"1236",3
"1237",1
"1238",5
"1239",2
"1240",1
"1241",1
"1242",1
"1243",1
"1244",1
"1245",1
"1246",2
"1247",1
"1248",1
"1249",1
"1250",1
"1251",2
"1252",1
"1253",2
"1254",2
"1255",5
"1256",5
"1257",1
"1258",2
"1259",1
"1260",2
"1261",5
"1262",1
"1263",5
"1264",5
"1265",5
"1266",5
"1267",5
"1268",2
"1269",1
"1270",5
"1271",2
"1272",1
"1273",1
"1274",5
"1275",2
"1276",2
"1277",5
"1278",2
"1279",1
"1280",2
"1281",2
"1282",3
"1283",5
"1284",5
"1285",5
"1286",4
"1287",1
"1288",4
"1289",5
"1290",3
"1291",2
"1292",2
"1293",1
