A,abstract
2019,"The ground overvoltage relay apparatus comprises the detecting ground fault part (500) detecting the ground fault based on the zero-phase sequence voltage of the electric power system, the minimum value of the line-to-line voltage between the first decision device (100), in which at least 2 of the line-to-line voltage between each 2 phase calculated based on the angular voltage of the electric power system the first threshold this Hara determines whether or not the first condition is established and each 2 phase, and the second decision device (200), in which the rate with the minimum value of the angular voltage determines whether or not as to the second threshold this Hara, the second condition is established and the third decision device (300), which determines whether or not the third condition that the zero-phase sequence voltage is great than the third threshold is established and the lock unit (400) which in case the first condition is established or in case the third condition is the failure while the second condition is established locks the detection output by the detecting ground fault part (500)."
2019,"The failure diagnostic device comprises the first decision device, which determines whether or not the phase voltage is the first critical value under it experiences about the voltage input portion, receiving the input of each phase voltage of the electric power system on 3 and each phase voltage and the second decision device, which determines whether or not the amount of change of the line-to-line voltage is the second critical value under it experiences about each line-to-line voltage calculated based on each phase voltage and the fault phase decision device judging the fault phase of the electric power system. The phase voltage of the phase 1 among three phase is the first critical value under. In case moreover, the amount of change of the line-to-line voltage between the phase 2 among three phase and the third phase is the second critical value under the fault phase decision device determines because malfunction occurred in the phase 1."
2019,"Automatically by the present invention is provided with a top terminal of the communication with the smart meter and each of the power lines of the smart meter which is provided to the respective demand measures the electrical information on the power, and collects measurement information including the measured result of the electric information a management apparatus (5) for monitoring the power-line state in the meter reading system, adjacent and indicating the quality of communication between each other smart meters in the communication quality information and communication quality information indicating the quality of communication between the parent device and the smart meters and the adjacent thereto and a data acquisition for acquiring measurement information from an upper terminal portion 53 and the data acquisition unit acquire the communication quality information, the data analysis unit based on the measurement information at the same time as specified for the demand of the noise source to estimate the time of occurrence of noise ( 51) and a."
2019,"Based on the pre-filled disconnection wiring diagram, it can create a power flow diagram of using the power distribution monitoring and control system automatically. Prewritten disconnection wiring diagram (CAD data 1) to read deulyigo right scanning software 2 and the written symbol data to extract the symbol information of the unit symbol data (symbol table 3) described in-line wiring diagram (symbol table 3) and the pre-signal of the prepared device reads the information (signal table 4) indication from the prepared database 6, the database creation software 5 and written in the system database 6 and registered symbol table for writing 7 and advance for system-wide table 8, the display available power system diagram data 10 as a power flow diagram and a creation system diagram creation software to 9. 1"
2019,"By simplifying the connection between the current signal terminal provides a three-to-out-of-type protection relay device miniaturization is possible. Relay device is housed the first to third protective relay to the case, in this order. Each protective relay is provided with a first terminal 25X, 25Y, 25 Z, including the first group of terminals for inputting 3-phase current signal. The case is provided with a second terminal I 25, including a second group of terminals for receiving a three-phase current signal from the current transformer provided for each phase of the power system. A second terminal group is connected in series with the first terminal group for each protective relay. Each protective relay is a first terminal group a protective relay calculation can be adapted to the phase sequence, and at least one of the polarities of the three-phase current signal into reception is switched in the reverse order by using the three-phase current signal after the replacement with a corresponding. The final protective relay calculation result is determined by the majority processing of the protective relay computation result of each protection relay. 6"
2019,"Hot water heater control system 100 includes a hot water supply device 20 for supplying hot water to the dispersed type power supply (30) at least one electric power to the hot water storage tank 24 is supplied from between the supply for supplying power to a commercial power system and the commercial power system controls. Hot water heater control system 100 instructs the acquisition by the instruction acquisition unit 11 and the instruction acquisition unit 11 for acquiring an instruction to suppress the power supply to the commercial power grid in a distributed power supply 30 of the first time a second time on the hot water heater 20, or if that is not the supply amount of hot water predetermined in the hot water heater 20 to a second time earlier than 1 hour and instruction is acquired by the instruction acquisition unit 11, a predetermined amount to feed a small amount of hot water than that by supplying hot water at a first time, and a control unit (21) for supplying a predetermined amount greater than the amount of hot water."
2019,"In the authentication system having a redundant power system monitoring and control system is a device used to reduce the disablement of the system unavailable for the time when switching to the backup unit. Power system monitoring a first authentication server 110 in the control system comprises for connecting the operation-suspended If we admit the login authentication request received at 301, the first feature server 130 and the operation for authenticating switch 311 suspended 301 through the authentication switch 311 1 at the same time as opening the Sikkim port, and notifies the operation-suspended 301 certified information that authentication is completed in the second authentication server 210 provided on another server base. The second authentication server 210, and requests the authentication to the switch 311 based on the authentication completion information, opens the second port for connecting to a second server function 230 and the operation-suspended 301. 1"
2019,"In the event of an accident of the power system to supply power to only a random sequence with respect to commercial equipment, and also provides a power converter that while minimizing the amount of expensive storage battery, to realize a back up for a long time. Solar cell 1, a DC / DC converter 6. The battery 2 has two-way DCDC converter 7 is connected as soon at the same time, each output of which are connected to the capacitor for DC link in parallel eight power as an input power source with a condenser 8 for the DC link to the grid 3 It has a repellent charge current control type inverter 9 and the voltage control type inverter 10 that measures a power failure the supply the required power to the load commercially 4-42, also includes a controller 5 for controlling them. And it switches the power source for supplying a commercial load 4 in accordance with the supply power amount of the solar cell 1 and the battery 2 by the controller 5. 1"
2019,"In the power conversion device for connection to the power system to stop operation to the sole operation state reliability often well detected promptly. The power conversion device 1 is a switching unit 2 and a control unit 20 and the breaker 5 provided and, in the control unit 20, the power conversion apparatus 1 of a detection signal So delays the judgment signal Soa from the determining section 82 and determining section 82 for determining a single operation the 83 has a delay circuit for outputting based on the duty command from a single operation detector 21 and the current controller 31 and current controller 31 to be provided with a signal generator 32 for generating a PWM signal. Then, the controller 20 controls the switching unit 2 using a PWM signal, and the circuit breaker block 5 by using a detection signal So from the single operation detecting section 21, and at the same time, stops driving the switching unit 2. 1"
2019,"Installing the power system 3 and the power conversion apparatus 1, the connection switch and at the same time linked through 5, the power converter 1 and the associated switch (5), the load (6) demand between the associated switch 5 is provided with associated switch when the demand is connected to a series circuit with for voltage holding load 9 and the load joint switch 10 for maintaining the voltage of the load (6) at the time of system moment still in parallel and instantaneous stop occurs 5, it turns off the power system 3 and the power conversion apparatus 1, the voltage holding a has associated switch (5), connects through for a load (9) and the moment still return onhae power system 3 and the power conversion and controls so as to connect the device (1)."
2019,"It provides a current differential protective relay device capable of accurately determining the accident of the power system with a simple configuration. Current differential protection relay device receives from the accepted inputs of rosewood current through the transmission line other data from a current between the other end of the blood reserve current differential protection relay device between the blood reserve. A current differential protective relay apparatus based on the effective value of the current and the effective value of the other end of the determined result and rosewood current of whether or not the phase difference is less than the reference threshold and the other end of the current and rosewood current to calculate the differential current. A current differential protective relay device is a phase difference of the reference threshold value is less than the case when the effective value of the other terminal calculates an addition value of a current effective value of a differential current and a phase difference based on the threshold value of rosewood current or more, the effective value of the other end of the effective value of the current of rosewood current It calculates a subtraction between the value of a differential current. Current differential protection relay device executes the accident is determined based on the calculated differential current and suppress current. 7"
2019,Monitoring and control device 100 for selecting the first or more of the display control unit 503 and a plurality of at least displaying the alarm screen 300 for notifying the plurality of the above occurred in monitored equipment (2) provided in the power system the selection unit 505 and a plurality of or more of the calculation is also related to the art produce different or more relevancy unit for at least 1 for the other over at least one individual other than at least 1 507 and other more relevance to the threshold or more If in the art and provided with an extraction unit 509 for extracting the other over a longer relevant associated with the first or higher. Alarm screen includes an associated alarm for notifying at least the extracted related.
2019,"Over current relay 30 is lowered to detect the over-current detecting unit 100 and the effective value of degradation of detecting an overcurrent by comparing the effective value and the corrected value of the input current input from the power system detection section 110 and the overcurrent detection unit 100 the detection result and on the basis of the deterioration detection unit 110 the detection result with a predetermined condition related to the input current of the current waveform and an output control unit 130 to generate the operation output and the return output. As when the output control unit 130 decreases the effective value is detected, when the predetermined condition is satisfied it is to create a return output regardless of the detection result of the overcurrent detection unit 100."
2019,"Process according to Protective bus system 40, a first merging unit (50_1) is digital-converted to a first digital value to continuously samples the amount of electricity of the power system. An intelligent electronic device (60) produces a first digital value corresponding to the time-series data reception time specified by the first digital value received time received from the first merging unit (50_1) in a process bus (41). An intelligent electronic device 60 determines the amount of electricity values ??sampled by a first merging unit (50_1) according to any claim 1 time of the basis of the first digital value, the time-series data of the first delay time information corresponding to the reception time ."
2019,"Provides a server system which can more properly control the connection to the art terminal device and the server according to the first degree user of the terminal device provided at the operating base. Server system for monitoring the power control system is provided with a management apparatus that manages the server and the terminal device and the connection to the server for generating display information displayed in the terminal device. The management device based on the user information included in the connection request to the server and specifies the degree of the first user and to control the terminal device and the connection to the server of the connection request source. The management device is empty, if the server is not present, extracts the user priority than lower priority is assigned to the user of the terminal apparatus of the access requesting source from the user of each terminal device which is connected to each server and corresponding to the extracted user the terminal device and the connection to the server to thereby cut and connected to the terminal device of the connection source that is cut server connection request. 4"
2019,"Simply provide the protection and control device that can determine the transmission delay variations. Protective control apparatus to the second electricity quantity data of claim 1 transmitting the basis sampled to the sampling signal a first electricity quantity data to the other protective control apparatus and on the basis of a second sampled signal from the other protective control apparatus side sampling from the other protective control apparatus It receives. Protective control apparatus receives a second electric quantity data received until calculating the fingers the first time and second from the time of output of the first time calculating a first average value and the second sampled signal a first electric quantity data from the output of the first sampling signal until It receives a second average value on page 2 hours. Thereby protecting the controller displays the first time to display a first and a second average value the first and second delay time to synchronize the transmission of the sampled signal, to protect the controller from the other protective control apparatus on the basis of. 5"
2019,"Speed ??control of the maejeon power and load power supply to the power system from the more conventional, and provides a power conversion device such as suppressing the degradation of the power storage utilization and power generation power. A for power buffer connected to the first transducer 1, the power system 4 and the demand for controlling the input power from the input power source 3 between the second transformer 2, the first and second converters 1, 2 for controlling the power supplied to the load 5 device 6 and the first and second transducer 1, comprising a power control unit 7 for controlling the input and output power of 2, power control unit 7, the installing based on the output power command value generation section 7 c and generates a reference output power command value section 7 by c generating a reference output voltage command value according to the input power command of the first transducer 1, and it is added to the reference output voltage command value to the output voltage command value for the second converter 2 controls the output voltage of the second converter 2 do. 1"
2019,"The control device 50 of the power conversion device 100 upon detection of a short circuit between the direct current line (13 P, 13N), the power converter semiconductor switching element in the (1) (21 s, 22 s, 31 s, 32 s, 34s ) for the protective control to the off state, and when it detects a short-circuit eliminated between the direct current line (13 P, 13N), flows through the upper arm diode 33 of the second series body 36 of the second transducer cell 20 unit for the voltage command value to flow a current polarity of a phase in cancer cells in the converter 4 to the first arm and the second arm grant control to the restart of the power converter (1)."
2019,"This will give the grid voltage fault detection which malfunction of factors to get a reduction in grid-connected inverter device as possible. Whether or not the exchange as a system interconnection inverter device 3 for connecting with the power system 2, and satisfy the AC power system 2, the grid voltage voltage grid conditions of the voltage detector of the grid voltage a voltage value voltage is defined in the detection and 7 for detecting a value of a is determined, and without the operation to obtain the period of the grid voltage, until the conditions are satisfied, the grid voltage for the operation to obtain the period of the grid voltage after a period satisfying the condition with a detector 8. 1"
2019,"To get the system interconnection inverter device capable of suppressing an increase in cost while accurately detecting a load state. The converter circuit 2 and a-a and the inverter circuit 2 b and the control unit 6 a, the control unit 6 a is a direct current power source and the converter circuit is detected direct-current voltage between the two a and DC power source and the converter circuit 2 the output of the direct-current power supply is detected between a that is connected to the current and the inverter circuit 2 b and the AC voltage detected between the power system and the inverter circuit 2 b to the converter circuit 2 a by using at least one of the output current of the inverter circuit 2 b detected between the power system load it is determined that the light-load condition or a heavy load condition. 1"
2019,"When the power factor constant control while preventing an increase in cost of power generation equipment, will get a power system that can effectively take advantage of the power generation capacity of power generation equipment. And has a plurality of power generation equipment PVb-1, PVb-2 power system b_103 that associated with the power system is individually set to the active power outputted from the power generation apparatus art the operating power factor of each of the power generator is maximized, the total power generation equipment of the power factor control apparatus has a b_105 to maintain the operation power factor to the set value. 2"
2019,"While constantly monitoring the power system can determine whether the protection relay or equipment failure and get a working test system of protective relay tripping device, oh well it does not occur. Receiving an input signal from the power system to provide a first and second analog measurement circuit for outputting the measured value. Installing the first and the second switching switch for switching the input signal from each of the test signal and the grid at the front end of each measuring circuit, and providing an A / D converter in the subsequent stage. A first changeover switch and a first analog measurement circuit, a second selection switch and a second analog measurement circuit is configured as the second wiring in the first wiring is coupled to A / D converters, respectively. When controlling the timing of the changeover switch the input of the test signal to the to the first wiring while entering the input signals from the power system to a to a second wiring, and inputting the test signal to the to the second wiring power to claim 1 wire by inputting the input signals from the system, and at the same time a constant monitoring over the power system, a first wiring, and monitors the presence of error to the second wiring. 1"
2019,With respect to the AC power supply (2) provided in the power system control apparatus 100 of the active filter 80 connected to the installation point (4a) in parallel with the load (4b) is m order included in the voltage of the mounting points (4a) harmonic voltages (m is an integer of 2 or greater) for detecting harmonic voltage detector 7 and the impedance of the m-th harmonic of the AC power supply (2) side at the installation point (4a) is detected by the capacity gender induction seonginga m car command value for generating a first compensation command value to compensate the m-th harmonic voltage contained in voltage of the phase correction unit 9 and the correction after the m-th order on the basis of the harmonic voltage installation point (4a) for correcting the phase of the harmonic voltages generated on the basis of section 10 and the first compensation command value and an output control unit 18 for controlling the output of the active filter (80).
2019,"A control device for an electric vehicle including a traveling motor which is configured to transmit a driving force to driving wheels, includes: a control unit having a suppression mode function for suppressing a traveling state amount of the vehicle when an abnormality occurs in an electrically driven system of the vehicle. The suppression mode function includes a first suppression state and a second suppression state, and a suppression degree in the second suppression state is smaller than a suppression degree in the first suppression state. In accordance with a kind of the abnormality in the electrically driven system, the control unit is configured to cause the vehicle to be in the first suppression state or is configured to cause the vehicle to be in the first suppression state after causing the vehicle to be in the second suppression state."
2018,"In a power control system which connects power from the power storage device to a power grid and supplies power to a load, the power from the power storage device is connected to the load and the power grid via a DC/DC converter, a smoothing capacitor, and a DC/AC converter. By a first power control unit for controlling flow power of the power grid to be a power command value, and by a second power control unit for suppressing reverse flow power, an output power command for the DC/AC converter is generated, an output power command for the DC/DC converter is generated so that voltage of the smoothing capacitor becomes target voltage, and the output power command is corrected so as to suppress voltage variation in the smoothing capacitor."
2018,"A voltage at a point of common coupling (PCC) between a photovoltaic (PV) system and a power grid is regulated by a controller having a gain determined according to a gain function that is a function of a time. The gain function is determined based on an error between the voltage measured at the PCC and the reference voltage, and the gain is updated according to the updated gain function and a current instance of time. The controller generates a modulating signal using the updated gain and the voltage at the PCC is regulated according to the modulating signal."
2018,"A power conversion circuit for converting DC power supplied from a DC power supply to AC power; and a power conversion control section for controlling operation of the power conversion circuit so as to generate autonomous operation power as an AC voltage source in a parallel-off state from a power grid. The power conversion control section includes: an AC voltage control section for controlling AC voltage; an AC current suppression section for limiting AC current to a predetermined current limit value or smaller; and a DC voltage shortage suppression section for, when DC voltage of the power conversion circuit reduces, in response thereto, reducing the current limit value to be given to the AC current suppression section."
2018,"The digital protective relay (10) comprises the input converter, which receives the signal showing the quantity of electricity of the electric power system as the analog input circuit as the analog signal and the analog to digital converter (15) converting the analog signal into the digital signal. Using the programmable logic controller (16), the digital protective relay (10) executes the protection calculation based on the digital signal which the analog to digital converter (15) converts. By using the offset voltage value (74) the matter functions the protection operation unit (61), and the input data (71) transformed to the digital signal with the analog to digital converter (15) the protection calculation as the offset value output unit (65) producing the offset voltage value based on the sampling value of within period in which the polarity of the differential measurement changes among input data within at least 1 cycle based on the differential measurement between the input data acquisition part (2), which in order, the programmable logic controller (16) acquires according to the timing of sampling and each sampling value."
2018,"(Modified oil) and an adjustable power supply and demand of optimal integration of the transmission system operator (TSO) and the Distribution System Operator (DSO) level. Power system operation method is repeated in between as updating the local marginal price (LMP) as renewed demand for information. 640. DSO for receiving substation LMP from TSO to drive the DSO transmission system for driving the distribution system for each time step t based on the unbalanced three-phase alternating-current (AC) by loosening the optimal power flow (OPF) issue 660, substations LMP 630. the demand information for updating the demand information may be in an amount of demand, and also includes a time is available, the total distribution utility function. Then, TSO determines the LMP depending on the equilibrium phase direct current (DC) 650, a new demand by loosening the OPF problem. Figure 1B"
2018,"(Modified oils) wind turbine generator that can reduce the risk of failure of the feed-in power systems, and provides a method of wind power feed-in device. The wind turbine generator 1 and the controller 30 prior to the rotational speed of the windmill rotor 2 reaches the rotation speed a target corresponding to the number of feed-rotation of the generator 7 at the same time as geodum the rate of change of the pitch angle to less than the upper limit of the windmill rotor feed to the generator while the number of revolutions of the pitch control unit 31, and the windmill rotor for controlling the pitch driving part 20 is maintained at a number of revolutions the target to be rotated at constant speed control mode to keep the target revolution number for the system so as to include a feed-in command generating section 32 is configured to impart a feed instruction to the circuit breaker 10."
2018,"(Oil modified) it provides a feed-in and can be prevented from being repeated and haeryeol the wind power generation apparatus which can be smoothly fed into the power system and the feed-in method for the wind turbine generator during the feed-in of the wind turbine generator. The controller of the wind turbine generator 130 will be at least rotate the constant and the pitch control unit 31 for controlling the pitch driving part 20 in constant speed control mode to keep the number of revolutions of the windmill rotor 2 before the feeding of the generator to the target rotation speed the pitch angle is the feed-determined pitch feed to each of the more faders cheukin period determine whether the feed-determined conditions are met, including the first condition to that for more than ツT1 condition determination section 34 and the feed-in control of the pitch drive by the control mode when by the condition determination is that the feed-determined conditions have been satisfied is determined, and a feed-in command generating section 35 is configured to impart a feeding command to the breaker 10 so as to feed the generator 7 to the system."
2018,"A / D conversion provides a digital protective relay device, each circuit including a failure to accurately determinable check monitoring function than conventional components constituting the. Addition unit 20 in the digital protective relay device 15 is a plurality of channels representing the voltage value or current value of the electric power system, respectively CH1, CH2, ... The analog input signals X1, X2, ... (A) receiving a plurality of waveforms each with different scan signal which periodically changes in TS1, TS2, ... The (a) is separately added to the multi-channel analog input signal described above. A / D converter 16 is an A / D conversion of a plurality of channels to the analog input signal with a plurality of test signals, each addition. The digital filter unit 41 for use in the relay operation, thereby eliminating the signal components corresponding to each test signal in the A / D conversion result. Quality determining section 44 determines the quality based on the signal component of the A / D converter 16 corresponding to each test signal for each channel. 1"
2018,"A power system breaker and installed during the load equipment and an object of the present invention to suppress unnecessary breaking operation. Charging and discharging for the power storage system of the electric power storage power line and the power line flows the maejeon power from the power system by connecting the discharge device and the charge-discharge device and the power system and the load equipment for controlling the chungbang amount based on the output power command for the device voltage output and the effective power and the power detection device and a power upper limit value of the information for detecting the reactive power of maejeon power at the output of the current detection device of a voltage detecting device and current detecting device and the voltage detection device for detecting a current flowing through the power line to detect the and input and an output power control apparatus for generating an output power command from the active power, reactive power and power upper limit value information of power of maejeon maejeon power. 1"
2018,"And an alternating current converter for converting the AC power from the power system and a DC power supply 100, the power converter 1 for converting electric power between the power system and a DC power supply direct current power or the direct current power from alternating current power between 100 ( 4, 6, 8) and provided with a step-up unit 20 to charge the alternating current converter (capacitor 10 and the capacitor 10 to store the DC power provided to the DC power source 100 side of the 4, 6, 8) do."
2018,"And precision than the conventional, and to determine a woman rush current. A signal processing apparatus (Female inrush current determining unit) 100, the input unit 101 by the instantaneous value of the data sample the input signal, which may include a direct current component to the fundamental wave component at a first frequency is inputted. DC amplitude calculating section 106 calculates the amplitude of the direct current component based on the first sampling data of three-point continuous to the instantaneous value from the data extracted by the second frequency smaller than the first frequency, a time series. The fundamental wave amplitude calculating unit 103 calculates, based on the second sampling data of the three points is obtained by calculating a difference between two points adjacent to the first extracting data from the four points to a row in a time series and calculates the amplitude of the fundamental wave component. The determining unit 109 determines whether the ratio of the amplitude of the DC component of the amplitude of the fundamental wave component exceeds the threshold value. 4"
2018,"As de-tank and in the event of a failure of the particular power system does not detect the disconnection of a fuse error for VT, and provides a highly reliable protective relay device. The first relay element 62 in the protective relay device determines whether the voltage or the line voltage is insufficient in the first set voltage. Second relay element 64 based on the phase currents to determine the presence or absence of short-circuit fault or ground fault of the power system. Step-out detection unit 67 calculates, based on the predetermined determination period or the effective value of the voltage change in the line voltage effective value of the phase current change in the size or magnitude of the detected set of the ride or without. Judging unit 101 determines that the second relay element is a step-out operation detecting unit is not detected when the step-out provided on the secondary side of the voltage transformer fuse is disconnected, when the first relay element operation. 11"
2018,"As it will reduce the size and cost of obtaining a grid-inverter apparatus capable of detecting an abnormality of the associated switch. System interconnection inverter device 1 a is provided with a drive unit 2 and the associated actuator 3 and the control section 6 a of the first voltage detector 7 and the second voltage detector 20 and a voltage bias circuit 22 A, and the control unit 6 a prior operation of the inverter section 2 by using the voltage detected by the first voltage detection voltage and the second voltage detector 20 detects at 7 in a state in which the connection switch 3 open circuit, it is determined whether the fault occurs in the associated switch 3. 1"
