A,abstract
2020,Provided is the virtual generating station operating system which the error of the power generation about the distributed power and charge/discharge predictive value are generated by the equipment trouble or the weather accident etc. and is unable to expect it is impossible to the power feed or the charge/discharge as the electricity tender amount and yet it is supplied with the already reserved backup power from the generating station and can maintain the stability of the electric power system.
2020,"The present invention relates to the remote metering device and the inspection data processing method using the same, and data concentrator for transmitting the command packet generated from the server of the SMCP (Smart Metering Control Protocol) form, and data processing unit for collecting inspection data on the command packet received from data concentrator of the SMCP form from the electronic measuring instrument and transmitting collected inspection data with the push mode through data concentrator with the server are included. And data processing unit performs the telemetering of the electronic measuring instrument on the task division information extracted from the command packet of the SMCP form and the JOB schedule directed information classifying the JOB schedule according to the task division information."
2020,"The present invention relates to the rate differential protection and the method for preventing malfunction by the DPR internal algorithm error which prevents that DPR malfunctions due to the secondary 2 current operation process error of CPU taking charge of the calculation and control of DPR. The rate differential protection for preventing malfunction by the DPR internal algorithm error according to the present invention comprises the rate differential protection signal generator, the alarm indication signal generating unit, and the determining unit and the trip signal generating unit. The rate differential protection signal generator produces the rate differential protection element signal on the current and voltage of the electric power system. The alarm indication signal generating unit compares the current and voltage of the electric power system with the set standard value. The fault detection element signal of the voltage and current is produced on the comparison result. It compares and analyzes the fault detection element signal and rate differential protection element signal and the determining unit determines the decided operation of the trip signal. According to the trip signal generator is the control signal of the determining unit, the trip signal is produced."
2020,Provided is the virtual generating station operating system runing the battery of the multiple electromobiles to the charge/discharge station on the distributed power. The virtual generating station operating system performs the electricity bid through the prediction and analysis of the electricity business market to the battery power of the multiple electromobiles. It considers the electromobile each schedule information and battery information. In that way the charge from the discharge to the electric power system or the electric power system is performed according to the electricity bid from the battery of the electromobiles.
2019,"The electric power facilities object internet apparatus for interfacing according to the working example of the present invention provides the sensor, which is comprised it senses one or more parameter of the electric power facilities and the client, receiving the configuration information request from multiple clients and transmits the configuration information according to the configuration information request to the client transmitting the configuration information request and receives the session request from the client receiving the configuration information and provides the session according to the session request and transmits data of the sensor through the provided session to the client transmitting the session request and includes the embedded system processor made up for providing the object internet interfacing in one among multiple clients and firstly the embedded system processor transmits the configuration information request or the session request among multiple clients at the same time, so that the session be provided to multiple clients. Selectively, the object internet interfacing."
2019,"There can be the technical feature in the providing the security duplexing terminal device which it transmits and it physically separates the hardware cipher module preparing for the external subchannel attack and is dualized and it has as the power control system, implementing the reinforcing security through the hardware cipher module duplexing of the terminal device of the present invention is the host system data acquiring the power control in-situ information on a real time basis and acquired."
2019,"According to a preferred embodiment of the present invention, the matching block which selects the second Prosumer capable of the power demand amount information of the block chain administration unit: Prosumer registered by the block chain and each Prosumer electricity demand forecast and the output unit: each Prosumer electricity demand forecast producing the electric power production prediction amount and the first Prosumer and the power supply in which the electricity purchase is needful according to the electric power production prediction amount the power production information is used provides the block chain to each Prosumer it produces the block chain in which the electricity transaction information is recorded between the power demand amount information and power production information of each Prosumer, and the electricity unit cost information and Prosumer of the administrator and matched is included. And it receives the electricity transaction information of the second Prosumer the liver and the first Prosumer and the block chain administration unit can renew the block chain."
2019,"There can be the technical feature in the providing the technology registering and manages the process information which comprises and it manages the distribution situation of the process with each node as well as and manages the execution of the node by node process and it receives the requested message and includes the common communications processing platform enforcing the registration of the process about each node and control service, and the message queue system as the electrical power system, implementing the communications between the process used the message queue of the present invention is the node configuration of the electrical power system and node by node. The message queue system is arranged outside the common communications processing platform and temporary-saves the message received from the common communications processing platform in the message queue and transmits the message stored in the message queue according to the control command."
2019,"The remote meter reading system implementing wireless and wired band dispersion communications of the present invention includes the hybrid wired modem and hybrid wireless MODEM of the dual form in the inside. It has technology performing data distributed transmission which includes data concentrator (DCU) performed and in order that data concentrator (DCU) improves the collection efficiency of inspection data considers the periodic communications state check of the hybrid modem, and the weight value calculation and following weighting value data communications the technical feature through the hybrid modem:, which sends and receives inspection data measured through the inspection of a meter meter of the consumer or datas transmitted from the outside in the same time period by using the hybrid wired modem and hybrid wireless MODEM the same time the hybrid modem, the various types of mobile network and wired network in the providing."
2019,"The invention relates to income and outgo of electric power operation scheduling apparatus and method, and the computer program. And it is the scheduling apparatus for runing income and outgo of electric power of the microgrid (MG: MicroGrid) including the developing resource including the respective neogonesis energy source supplied the electricity in the consumer circle (DR: Demand Resource) and consumer circle, and the energy storage device (ESS: Energy Stroage System) and distributed power (DG: Distributed Generator). The operation scheduling algorithm for satisfying income and outgo of electric power restriction of the microgrid and minimizing the production cost of the developing resource is applied to the operation scheduling input information including the developing resource each bidding information. It is characterized to produce the operation scheduling result information for including the developing resource each successful bid information and runing income and outgo of electric power of the microgrid."
2019,"The invention relates to the electricity transactions operational knowhow. And more specifically, it is about the block chain base electricity business operation system and its control method for trading in the n. direct contact electricity through the electricity transaction condition of the block chain technological foundation to the power companies or the consumer on a real time basis. According to the invention, the automated operation which is not apparatus for transaction in which the existing neogonesis generation base small scale distributed power business carrier just sells energy to the power companies or the electricity wholesale market and in which the small scale neogonesis generation business operator is fit for the retailing business for selling the electric power to the direct client is possible."
2019,"The invention relates to the electrical power system for preventing the ferroresonance comprising the isolated-phase bus and potential transformer. The electrical power system for preventing the ferroresonance according to the present invention includes the isolated-phase bus which has the predetermined capacitance while being electrically connected to the generator and the potential transformer electrically connected to the isolated-phase bus. It is bigger than the inductance by below formula or the inductance of the potential transformer can be small. L=1/{(2&#x003C0;f)2&#x000B7;C}(here, L is the inductance [H], the f is the frequency [Hz], and C is the capacitance [F] of the isolated-phase bus)"
2019,There can be the technical feature in the providing the technology including the server performing the network management till low rank modems from data concentrators in which in order that it manages the second network management agent (NMS-Agent) is mounted in the inside. And upper data concentrators network management data are acquired from data concentrators the high position communications method is used as the remote meter reading system implementing the mixing network management function of the present invention collects data through each communications methods which watthour meters having the different type use. It is electrically connected to the modem transmitting collected data modems. And in order to support the watthour meter each communications method the first network management agent (NMS-Agent) is mounted in the inside and it collects the status information of modems. It unificationals relay bridges in consideration of the communications method of relay bridges delivering the collected status information to the high position the modem which relay bridges manage.
2019,"The invention relates to the remote method of calculation of the MOF ratio error making use of the smart M of the AMI base and the AMI server using the same, and the remote method of calculation of the MOF ratio error making use of the smart M of the AMI base according to the working example of the present invention comprises the set critical value and step of calculating the ratio error rate of the MOF (Metering Out Fit) it calculates step of calculating the voltage of each phase for the constant cycle through the metrical information delivered from the smart M furnace and current: step of calculating the amount of effective electric power about each electrical phase three-phase three-wire system after the constant cycle, and three-phase four-wire system: calculated each electrical phase three-phase three-wire system as described above and difference of the amount of effective electric power about the three-phase four-wire system."
2019,"According to the state of charge of the power storage system, the moving of the diesel generator can be automatically controlled and the state of charge of the power storage system can be appropriately managed. The probability in which malfunction occurs is reduced. The manless stand-alone type microgrid system and its control method making the structure where the electric power inverter and diesel generator cannot be parallely operated better are shown. The presented manless stand-alone type microgrid system changes to the DC power the AC power the DC power is changed according to the redundancy whether or not of the electric energy of the electric energy of the direct current generator or the alternating current bus lines to the AC power it is commonly connected through the alternating current bus lines to the diesel generator and the electric power inverter is connected as to the microgrid system through the direct current generator or the alternating current bus lines to the neogonesis energy generator and the two-way converting in which the electric power inverter changes the DC power to the AC power or changing the AC power to the DC power is possible including the diesel generator, the neogonesis energy generator, and the electric power inverter."
2019,"There can be the technical feature in the providing the cluster administration unit selecting and transmits gauge datas with the FEP (Front End Processor) and 1 : 1 mode through the selected dominant data concentrator (DCU) as the representative a part data concentrator (DCU) among the cluster group which includes multiple data concentrator (DCU) in which the DCU cluster technique of the present invention transmits gauge datas from the smart Ms installed at the applied remote meter reading system, is the lower layer according to the request of the FEP (Front End Processor) installed at the upper end gauge datas are collected and data concentrator (DCU) form the cluster group and it shares the information between data concentrator (DCU) reciprocity within the cluster and is formed."
2019,"It has the technology including the first process the smart grid different kind data security storing method using the block chain of the present invention selecting data included in the block chain in the first server of the first smart grid and of collecting the record of selected data, the second process of producing the hash value about each record according to the pass of the time, and fourth process performing the synchronization and verification in nodes different from the first server participating the third process: of calculating the hash-value and the first data block generated in the third process in the block chain network of the current generated data block when the record of the specific point of time or the specified count was gathered according to the determined block size the hash-value of each record is collected and the hash-value and block creation information of the previous block are used the technical feature in the providing. As to the second process of, the record is collected."
2019,"The present invention relates to the sub-synchronous resonance detecting apparatus and the method when the application system cask and the generator in which the tandem compensation is applied to are compared with the damping of the generator it mechanicals the electric damping of the electric power system is saved by using the impedance calculated each for each frequency impedance is calculated it makes equivalent and, for determining the resonance risk. In the sub-synchronous resonance detecting apparatus for the sub-synchronous resonance risk review of the generator which the electric power system, the electric power system and serial is compensated according to the working example of the present invention, comparing the front end of the generator, on a real time basis, the voltage (V), and the current (I) with the dampping value of the measuring unit, measuring the phase angle ([IMAGE]) and the impedance operation unit, calculating the impedance value of the electric power system based on the information measured in the measuring unit and the damping operation unit, which calculates the electric damping value of the electric power system by using the calculated impedance value as described above and calculated electric damping value as described above and generator it mechanicals, the determining unit judging the sub-synchronous resonance risk whether or not is included."
2019,"Smart CT service and the integration platform providing system of the present invention have the technology which is linked with outside public institutions and includes the outside public institution system, and the integration platform for the smart CT service the technical feature in the providing. The outside public institution system in order that provides all kinds of the smarts the CT service to users living in the smart CT (smart city) provides datas for the smart CT service. The integration platform for the smart CT service receives datas for all kinds of the smarts the CT service from the outside public institution system and it performs data processing and it classifies the beak datas which data are processed as described above and it stores and it analyzes stored beak datas and it determines whether the situation event was generated and processes the event and urgent situations according to priority in case the event competes for the post and the event is generated."
2019,It is connected in the conventional power system and it utilizes the operation state of the inverter connected to life and death forward state and distribution type power source of the conventional power system in the management server and the detecting individual operation system of the distribution type power source of the present invention detects the isolated operation to the thing in which the distribution type power source which is the operation middle detects with the power outage or the sheduled outage of the conventional power system with a part load to be operated to the independently and if the isolated operation is detected the locker open is transferred to the instrument having in the responsibility demarcation point of the distribution type between power and common electricity system to the management server. By tripping the distribution type power source which is the isolated operation middle the isolated operation of the distribution type power source is prevented.
2019,There can be the technical feature the middleware platform connecting processed datas with hight level application instruments is provided as the DDS mode it data processes the DDS (Data Distribution Service) service realization is power datas the electric power system field DDS communications middleware platform of the present invention receives power datas using the different respectively communications protocol from the electric power equipments performing the electric power system task it is installed at the fixed region (local).
2019,"According to the property of the packet having the property of being periodic, the traffic control device and method of the remote meter reading system for merging the packet or changing and transmitting the packet through the common dispersion or the merge are suggested. It monitors the packet produced in the higher layer or the packet received from the adjacent terminal and the presented traffic control device of the remote meter reading system classifies into the real time packet and periodic packet. The packet classified into the periodic packet is stored. Stored packets are analyzed and the merge or the common dispersion whether or not of the packet is decided. If it determines with the merge of the packet merge object packets are merged and one frame is produced. The frame which has multiple destination addresses by using same packets among common dispersion object packets if it determines with the common dispersion of the packet is produced."
2019,"The invention relates to the control system for the integration link of the distribution type power source and electric power system and method thereof, and the control system for the integration link of the distribution type power source according to the working example and electric power system of the present invention comprises the apparatus for power management the output generated by the distribution type power source power plant is charged and as it transmits the output monitoring result of the energy storage device: distribution type power source power plant for discharging the electricity of being charged as described above to the electric power system as the transmitted from the control monitering device output monitoring result compare the accumulation link capacity of the distribution line and on-going basis page amount of the distribution line by using the control monitering device for controlling the charge or discharge operation of the energy storage device and the output monitoring result for transmitting the control command for the charge or discharge operation of the energy storage device with the control monitering device."
2019,"The remote meter reading system using the DLMS protocol of the present invention is installed at the consumer and it includes the electronic type watt-hour-meter checking the on-line amount of the consumer, the communications Modem, and the communications Modem and data concentrator collecting inspection data of the electronic type watt-hour-meter through the DLMS communications the DLMS protocol is mounted in the inside in advance. And it has technology performing the DLMS mode, and the command mode or the file transmission mode inspection data are collected of the electronic type watt-hour-meter the technical feature for data concentrator and communications Modem reciprocity in the providing. The communications Modem is installed independently of the electronic type watt-hour-meter and it is handled and the DLMS protocol is mounted in the inside in advance and transmmits and receive data through the electronic type watt-hour-meter and DLMS communication."
2019,"The invention relates to the vessel on land power supply system and method comprising the land transformation of electric energy unit which is provided with the commercial high-voltage electric power and which the invention makes do something in the land with transformation of electric energy; the mains power feeder cable connected to the land transformation of electric energy unit; and the transformer changing the military power of being supplied following the land high pressure distribution panel equipped with the land vacuum interrupter which cuts off the electricity of the mains power feeder cable or connected: the socket box equipped with the socket in which the reel in which the ship connection electric power supply cable is wound or which becomes milder is equipped ; the reel is installed in the cable supply unit: ship connected with the land high pressure distribution panel ; and the plug equipped in the end part of the ship connection electric power supply cable is attachably and detachably connected: the low voltage distributing tool equipped with the air circuit breaker in the inside it is connected to the main electric wire of ship: the ship high pressure distribution panel equipped with the ship land electric power supply cable: ship vacuum interrupter it is installed in order to be connected with the ship land electric power supply cable following the socket box and which cuts off the electricity of the ship land electric power supply cable or which the electricity connects connects the socket of the socket box and low voltage distributing tool of ship: ship high pressure distribution panel to the ship land electric power supply cable. According to the invention, in addition the high pressure commercial electricity of the land is supplied to the ship anchored in the voodoo the high pressure commercial electricity of the land is supplied to ship."
2019,"The present invention relates to the generator breaker breaker failure protective component logic using the apparent power detection element for the name, and by using the apparent power detection element when being the low current the breaker failure of the generator breaker is protected. By using the current sense element when being the high current the breaker failure of the generator breaker is protected."
2019,The present invention relates to the APSS (Advanced Power Secure System) electricity security system. The electricity security monitoring system according to the present invention comprises the center server which is respectively mounted with multiple mobile tools and which receives the information about the multiple emergency power feeders: multiple emergency power feeders supplying the emergency power and managed and the terminal corresponding with the center server and can confirm the information on a real time basis.
2019,"The invention relates to the double lead-in breaker system including the multiple main circuit breakers, the multiple secondary breakers, the first power source measuring device which measures the electric source level of the non-secure class high-voltage bus applied at the main circuit breaker in order to correspond to the main circuit breaker and be installed and grasp the state of the non-secure class high-voltage bus, and the controller comprising: 3 Keown transformer; the multiple main circuit breakers is applied to the electric power system of the generating station ; and is respectively one by one connected with the multiple first non-secure class high-voltage buses and multiple second non-secure class high-voltage buses; as to the multiple secondary breakers, one is serially connected to one first breaker; as to the first power source, the main circuit breaker is installed; and the controller outputs the first open signal to the main circuit breaker if it grasps on the or more of the non-secure class high-voltage bus through second power fair and equitable spirit measuring the electric source level of the first point which is installed so that it corresponds to the supplementary breaker and it be installed and it grasp on the trouble whether or not of the main circuit breaker and the electric source level which measures in the first power source measuring device ; and outputs the second open signal to the supplementary breaker in case the main circuit breaker grasps through the electric source level of the first point which measures after the first open signal output in second power fair and equitable spirit as malfunction."
2019,"The present invention relates to the power storage system drive controller and the method for altogether considering the long period and short period property, and the electricity that the electric power system supplies is replenished and the power storage system discharging, power control and management system producing the load leveling control and the control signal, and the drive controller are included. And the accessibility of the power storage system can be improved according to the invention, while the power storage system appropriately manages than the various driving condition. Power control and management system producing the load leveling control and the control signal controls the charging/discharging of the power storage system by using one or more control methods among the frequency follow-up control. As to the drive controller, the control signal which determines the control method which power control and management system use and which power control and management system produce is input and delivered to the power storage system."
2019,"According to a preferred embodiment of the present invention, the electric power system monitor unit for including when the output current value of the inverter of the distribution type power source or the PCS (Power Conditioning System) is compared with the standards parametric value the parameter of 4 transform units doing with the dq conversion and bring forth the parameter of the D+, Q+, D-, 4 q-s, the comparison unit determining the change or non-change, the defect type determining unit classifying the defect type according to the change or non-change of the parameter of 4, and the controller outputting the compensation command corresponding to the classified defect type is provided."
2019,"The watthour meter possession electric vehicle according to the embodiment of the present invention comprises the battery equipped in the electric vehicle, the wireline method in the electric vehicle battery charger or the connector connected to the local area wireless mode electricity is delivered to the electric vehicle battery charger electricity is delivered from the battery it delivers to the battery electricity is delivered from the electric vehicle battery charger it is equipped in the electric vehicle, and the watthour meter, which measures the military power of being delivered through the connector it is equipped in the electric vehicle and the output unit which is equipped in the electric vehicle and which outputs gauge data of the watthour meter or transmitted remotely."
2018,"The present invention relates to the remote checking method using the operating method of the task script providing the protocol between data concentrator and the remote checking server and data enclosing and error recovery method and apparatus thereof. In this way, the remote metering device using the task script comprises the classifier classifying the specific task defined on the receiver, receiving the task script from the remote checking server the analysis section parsing the task script, and the result parsing the task script in the task script into the detail work, the specific task identifier the telemetering schedule corresponding to the classified detail work, and the schedule generating unit which produces by using the instruction corresponding to the schedule."
2018,"The remote meter reading system using publication and subscribe mode of the present invention has the technology including publication subscribe type data concentrators publishing collected inspection datas, the publication subscribe type server subscribing to inspection datas published in publication subscribe type data concentrators, and the communications middle ware with the publication (Pub) subscribe (Sub) mode the technical feature in the providing. The communications middle ware in order that implements the publication or the subscribe function between publication subscribe type data concentrators and publication subscribe type server provides the communications protocol and interface."
2018,"There can be the technical feature in the providing the technology including the virtual coin purchasing system which provides and allows the power use for first ~ the N meters performing the scatter storage, and the block chain algorithm which synchronizes at the constant cycle the virtual coin transfer of the right of ownership information of first ~ the N meters requesting the purchase of the virtual coin as the virtual coin purchasing system in the node of the first ~ the N server and possess the virtual coin the block chain after doing the production as the pre-paid power supply and the using method, using the block chain of the present invention is the first server, and any one of first server ~ the N server the history purchasing the N (N is the natural number over 2) smart grid system and the virtual coin had and is purchased the multiple first data concentrators and multiple first meters the structure such as the element of the comprised first smart grid system, and the first smart grid system."
2018,The present invention relates to the electric power system failure analysis device and method. The electric power system failure analysis device of the invention therefor comprises the fault analysis analysis section performing the fault analysis according to the investment yes or no of the rating analysis section: which calculates the intrinsic reactance according to the distance by using the line reactance per the transmission line unit duration about the first analysis section: bus lines analyzing the input bus lines or line or the line in which the current-limiting reactor is put into and classifies the reactance of the intrinsic reactance according to the distance and current-limiting reactor. And current-limiting reactor the reactance of the classified current-limiting reactor is used through the rating analysis section of one or more current-limiting reactors obtaining transmission line data in storage and classifies the line voltage and line impedence transmission line data into the basis and is included in the electric power system by calculating the line reactance per the transmission line unit duration.
2018,"The present invention relates to data concentrator and its operation method. The data concentrator of the invention therefor includes the substrate, and data communications part collecting inspection data of the multiple consumers in watthour meters installed at multiple consumers through the communications of the respective connected power amount measuring communications Modems. The data communications part includes power amount measuring cable transmission modems and one or more wired communications module performing the communications to wire, and power amount measuring RF modems and one or more wireless communications module. And it is characterized by the wired communications module and wireless communications module that the wired communications module and wireless communications module are inserted into the substrate and the substrate is installed. Power amount measuring RF modems and one or more wireless communications module wirelessly performs the communication."
