A,abstract
2020,"(Modified U) at the same time and that can reduce the data amount of the parameters required for power systems short model, the switching of the power system abbreviated model for the grid cross-section provides the unnecessary power system abbreviated model creating apparatus and a power system short model creation method . Abbreviated model creating apparatus 1 by the one system shake calculation unit 123 with the short system shake calculation unit 124 and the original system model of the agitation waveform and reduced system model sway difference calculation unit 125 and the birds section data setting unit 121 calculates the difference between the waveform a plurality of bird agitation waveform of a, Contingency case setting unit for combining a plurality of unstable accident case established by the 122 won grid model corresponding to a plurality of the bird cross-sectional data and creating a plurality of reduced system model with respect to the cross-sectional data set and it has a short abbreviated system parameter estimator 126 to calculate the parameter to be reduced to minimize the sum of the difference between the model and waveform of the shake. 1"
2020,"Power that can build the updated planning of the power equipment to efficiently supply to provide a channel estimation apparatus, a power supply path assessment method, and program. Embodiment of the power supply path evaluation device has a first selection portion and the drawn portion and the second selection. The first selecting unit selects the plurality of power supply path indicator value of one or more power supply path that is less than or equal to the threshold value based on the number of power failure has occurred in a predetermined period among constituting the electric power system. Deriving unit derives the status of the first electrical power supply path selected by the first selecting unit. A second selection unit based on the electrical state derived by the derivation unit selects the electric power supply path that satisfies a predetermined condition from the at least one power supply path selected by the first selecting unit. 1"
2020,"Provides monitoring and control system that can streamline operations to the end in the opening command of the local operations. The monitoring and control system is provided with at least one power distribution monitoring and control sub-framework to perform at least one system monitoring and control subsystem monitors and controls the power distribution grid to perform the monitoring and control of the transmission system. System monitoring and control subsystem and a power distribution monitoring and control subsystem from the far-field with respect to each transmission system and the operation sequence creating section and equipment for writing operation order set by the order of the operations on the equipment provided in the electric power system including a power distribution grid the operation of the non-local operation is provided with an operation unit for transmitting the operating procedure of the start confirmation command and a local operation to determine whether the start of a local operation for the case to be included in the operating procedure, the local terminal related to the local operation. Monitoring and control system is based on the operation sequence control system monitors the transmission and distribution grid."
2020,"Using the power storage device and efficiently and cut the peak. Power control is a power supply amount of the predicted from the peak cut-prediction unit based on a predetermined condition predicting time placing a limit on the supply of power to the demand from the power grid and a peak cut predictor time the demand from the power system to so as not to exceed a predetermined threshold value when in the predicted time from the threshold setting unit and the peak cut-prediction unit that sets the threshold demand power demand threshold is reached, stops the power supply from the power system to the demand and a, and at the same time, demand for power that can be charged and discharge the power storage device for as long as more than a threshold discharge control command part. 1"
2020,"One of the power system in the art if the Drawing converted into a plurality of hierarchy information manager relieve load on the power system monitoring and control system required for the creation of the hierarchy information which combines a plurality of hierarchy information. Embodiment of power system diagram creation device is provided with a read unit and conversion unit and detecting unit and writing unit. A read unit for reading the power flow diagram recorded in the recording medium. At the same time as the conversion unit converts the power flow diagram in the read vector data type E, based on the symbol definition information that includes the power system equipment-specific symbols and identifies the power system equipment indicating the symbol that includes the electronic data. Detecting unit detects the symbol points of the bus bar connection of the symbols of the power system equipment that includes the electronic data on the basis of text that contains the electronic data. Creating section and of the associated point and the art one detected in the electronic data from the one electronic data creates a new electronic data by connecting the connection point detected by the other other electronic data of combination of electronic data and electronic data on the other side of the one side do. 1"
2020,"While suppressing the power consumption of the chopper, and provides a control system of winding inductors that can not well generate a current anomaly due to system failure. According to one embodiment the control system is provided with a chopper, short period, the voltage detection circuit and a control device. The step-down chopper is a direct current voltage between the inverter connected to the rotor of the converter and the doubly-fed induction machine which is connected to the stator of the doubly-fed induction machine. Paragraph group separation of the wires for connecting the rotor and the inverter, and the voltage detection circuit detects a DC voltage. The control device at the same time as that which drives the chopper when the voltage value exceeds a first predetermined value, as for outputting an alternating current superimposed a direct current component in an inverter to drive a group short circuit when the voltage value exceeds a second predetermined value at the same time the inverter It stops. 1"
2019,"It is a power converter comprising a power converter and a DC capacitor and the voltage detector and the rectifying element and the magnetic switch and the control circuit is provided. The power converter has a plurality of alternating current terminal connected to a power system of a pair of direct current terminals and the alternating current is connected to the DC power, converts the DC power inputted from the DC power into AC power and supplying the AC power to the power system. Dc capacitor is connected between the pair of DC terminals. Voltage detector detects a voltage value of the direct current capacitor. A rectifying element is provided between the direct current capacitor and a direct-current power supply is suppressed and the power converter and the power of the reverse flow of the direct-current power supply into direct current capacitor. Magnetic switch is connected in parallel to the rectifying device. The control circuit controls the operation of the power converter and the contactor. The control circuit is a voltage value of the direct current capacitor detected by the voltage detector, the reactive power at a predetermined value or more magnetic switch ON and supplying real power to the power system by the power converter and opening the electromagnetic contactor, if less than the predetermined value, and the power converter when and supplied to the grid. This in a simple and highly reliable configuration can suppress the back flow of electric power the electric power conversion system and its operation in the manner to the direct-current power supply is provided by."
2019,"Provides a system protective control system that improves the efficiency of the update operations of the program. System protective control system 1 is detected for each speech accidents by each control terminal 3 and the operation for installing the respective divisions in the power system is controlled in a unit including the actuator, and determines the control target, and command to the control terminal 3 of the accident section and a central server 2 for outputting a signal. The central server 2 by combining program parts according to the program storage unit 22 and the compartments for storing the program parts of the various respective information, on the basis of the operation program 7 a for operations in the program generating section 24 with each operation program to generate each compartment It has an operating section 21 to the operation. 3"
2019,"It provides a self-excited type reactive power compensation apparatus for an efficient operation. The reactive power compensation apparatus according to the embodiment may include a second accumulated during the first voltage flicker value and a second time during the power conversion unit and the first time to supply the reactive power in connection to the power system in the first voltage flicker value a voltage flicker value for detecting flicker detection unit and a plurality of threshold values ??that has each of the plurality of thresholds each value based on the first voltage flicker value to produce a first signal in the first time, the plurality of threshold and is the second on the basis of the flicker voltage is provided with the first control unit that it operates or stops the power conversion unit in accordance with the flicker judgment unit for generating a second signal from the second time on the first signal and the second signal. 1"
2019,"Even when the short-circuit failure balji obtain the automatic voltage regulator to achieve a stable supply of AC output current synchronous generator. AC synchronous generator 1 supplies power for power load 10 through the power line L1. The cross-flow compensation current transformer 6 is provided on the power line L1. Short-circuit current detecting circuit in the automatic voltage regulator 7 a 7 executes a short-circuit current detecting operation for outputting a control signal SC2 for instructing the muster / Lo on the basis of the detected current for the cross-flow which is supplied in cross-flow compensation current transformer 6. Thyristor element group 7 e causes the control signal SC2 is reduced when the instruction to-point call, the woman is at least one thyristor of the inside to the firing conditions and supplied by the rectifier 5, a current I5 is forced. 1"
2019,"Provides a power conversion device which can control the balance of the capacitor voltage of the chopper cell. Be made to the series-connected cells 3 each chopper Sangam 3 divided into the upper and lower arms 21, 22 are connected to a DC power source through the first and fourth switches 41, 44 at both ends. The first and fourth switches 41, the arm 3 and the second and third switches in parallel between the 44 42, and 43 are connected in series. Has a vertical arm 21, the output terminal 23, 22 between the second and third switches 42, having a neutral point 5 between 43 and neutral point of each phase is 5 wiring. Control unit 6 to form a series-connected circuit of the third arm of the other day or more in the parallel connection and the arm of the parallel-connected three-phase voltage for each. The control unit 6 is superposed on the alternating current circulating current flowing between the PN to the circuit and to suppress the imbalance of the upper and lower arms 21, 22 by the operation of the alternating current. 5"
2019,"Fast also provides voltage compensation apparatus for continuously compensating for the voltage of the power system to the proper value. Embodiment of the voltage compensation device includes a first power converter of the first phase - the first to third transformers with direct current, including a secondary coil connected to the primary coil and the output of the first power converter connected to the respective series in the three- a fourth transformer and the fifth transformer to the second power converter and the fourth transformer and the connection between the second power converter of the first phase - the first line of the third connection via the link to the first power converter claim respectively connected between the five transformers first and second inductors of the first phase - on the basis of the AC voltage and the voltage of the DC link on the three first control circuit for controlling the first power converter and the first based on the current-voltage and the direct current flowing through the link to the second inductor and a second control circuit for controlling the second power converter. 1"
2019,"Provides a teaching conversion apparatus and a control method of suppressing the peak voltage command even when the AC power output of the unbalance. According to the embodiment it is provided with a teaching conversion apparatus having a converter and a control circuit. Converter has a plurality of switching elements connected to the bridge converts the DC power supplied from the DC circuit into AC power of a multi-phase alternating current to supply the electric power system. In comparison with a control circuit power system imbalance is for each phase, when detecting generating a sinusoidal base signal and generating a phase-specific voltage control signal by superimposing the tertiary harmonics in each base signal, each of the voltage command signal and the triangular waveform carrier signal generating a plurality of control signals by, and by inputting the respective control signal for each switching element, and supplies the alternating-current power according to the unbalance in the power system. The control circuit detects the amplitude and phase angle of each of the basis signals, on the basis of the detection result determining the tertiary crude wave amplitude and phase angle. 1"
2019,"Non-low power output Shirakawa also provides a self-excited type reactive power compensation apparatus which can suppress the neutral point potential fluctuation of the direct current capacitor. The self-excited type reactive power compensation device 100 is provided with a three-level inverter 1A, 1 B, and control device 10 are connected in electrically parallel with respect to the power system 3. Control device 10 is at the same time as the control, three-level inverter 1 A so as to output the progression of reactive power according to the first electric power command value, and executes the posture control for suppressing potential fluctuation of the neutral point N1 of the capacitor C1, C2. Control device 10 also and at the same time, controls the three-level inverter 1 B so as to output the delayed reactive power of the second electric power command value, and executes the posture control for suppressing the variation in the potential of the capacitor C3, C4 neutral point N2. The controller 10 generates a first electric power command value and a second electric power command value for the total power of the reactive power and proceeds to the delay so as to match the reactive power from the reactive power command value. 1"
2019,"Embodiment of a power conversion device is a power converting device connected to a DC voltage source and the AC power system, having an inverter circuit unit and the control unit with the frequency detector and the voltage detector and determined. The control unit converts to an AC power corresponding to DC power controlling switching elements of the inverter circuit and supplied from the DC voltage source to the inverter circuit to the AC power system. Frequency detector detects the frequency of the AC power system. The voltage detector detects the voltage of the AC power system. Identification unit wherein the frequency detecting unit detecting the result and the voltage detection unit detects based on a result by character as the device determines that the single operation, the degree of the AC power system frequency change detected by the frequency detecting section is greater than about any change also the If the voltage of the AC power system detected by the voltage detector is lower than a predetermined voltage, and determines the own apparatus into the single operation."
2019,"Reduce testing time and costs when changing the function and prevent incorrect application changes. A digital protective control apparatus 100 is provided with an analog / digital converter 1, the first storage section nonvolatile memory 23 and processing unit 21 as a. The analog / digital converter further converts the electric charge from the power grid into a digital value. The memory stores the configuration information 200 and the protective control program 230 of the hardware and functions of the digital protective control apparatus. The processing unit calculates an output digital value in accordance with the protective control program in the analog / digital converter. Protection control program according to the functions of the digital protective control apparatus 100 is composed of a segmented program 231 232 divide the plurality includes the configuration information of the hardware and features 2310,2320, each of which corresponds. 2"
