A,abstract
2019,"Disclosed is the intelligent electronic device diagnosing the a-D converter malfunction and the method for preventing the malfunction using the same. The intelligent electronic device according to the present invention can prevent the malfunction according to the same malfunction or burning is generated the f, and the trouble whether or not of the a-D converter are diagnosed including the a-D converter the analog voltage of the electric line or the electric power system is sampled and it modulates into the digital voltage value, the digital voltage value the effective value is produced than by the digital voltage value, and the breaker blocking the electricity of the electric line or the electric power system according to the failure detection result of the malfunction diagnostic unit and the malfunction diagnostic unit diagnosing the malfunction of the a-D converter according to the comparison result of the calculated effective value as described above and predetermined standard value."
2019,"(Modified U) and if the delay circuit elements occurs also provides an output current detecting device of an inverter which can prevent a current detection error. Output current detection in the inverter device according to the output voltage of the third holding portion 210 and holding portion of the rectifying the AC power supply 400 to the power converter having an inverter 220 for converting the AC voltage of three phases supplied to the power system is in the capacitor the output terminal of the direct current link includes an associated shunt resistor 110, a controller 130 for controlling the current sampling time and the detection unit 120 detecting unit connected to the shunt resistor for detecting the output current. 1"
2019,"Conventional STATCOM (STATic synchronous COMpensator) has a problem that can not contribute to the stable operation of the power system because it can not continue to supply the active power of the power system. Power compensation apparatus compensates for the power to a power system having a power such that the power transmission to the load generated by the at least one or more power generators. Specifically, the power compensation device to the second system for connection to the power system and connected to the first system and the first system to compensate the active power and reactive power to the power system and stored in the active power and the power required for compensation of the reactive power and the system comprises a third connection and a second system and generate electric power for storage in the second system. 3"
2019,"Technical Problem to be Solved by the present invention is to provide a three-phase inverter diagnostic apparatus that can ensure the safety and the diagnosis of the opening and short-circuit, ground fault output line of the switching element. The three-phase inverter diagnostic apparatus is disclosed. Three-phase inverter diagnostic apparatus of the present invention is a relay which is connected to the capacitor in series arrangement to the DC link; initial charging resistor is connected in parallel with the relay; including switching elements for controlling the power supply to the three-phase output line drive unit ; control unit for diagnosing at least one of an opening and short circuit of the switching device drives the and the switching element by detecting the presence or absence of said current; the direct current link and are arranged to connect the line current sensor for sensing the current connecting part, the inverter It includes; 1"
2019,"This specification relates to a remote meter reading system using a plurality of master devices and a remote meter reading method thereof, and more particularly, a remote meter reading system using a plurality of master devices, capable of allowing for communication with another electricity meter modem which can replace one electricity meter modem when there is a trouble in communication between the one electricity meter modem and the master devices, allowing for fast and flexible reaction with respect to changes in communication network between the electricity meter modem and the master devices, and constructing a network path for communication with an optimal communication performance, all by way of enabling network connection and information sharing among master devices through communication between electricity meter modems and the plurality of master devices, and a remote meter reading method thereof."
2018,"The static var compensator comprises the multiple phase clusters, including respective plurality of cells and the controller controlling multiple phase clusters. The controller can control so that the controller produces the offset signal of the zero-phase-sequence component component based on the case where the error of energy occurs in multiple phase clusters, and the phase cluster each error energy value and it make up for the error of energy."
2018,"The present invention relates to the apparatus for data integration of the heterogeneous system. In the integration data processing unit of the heterogeneous system including *** system and energy management system according to the working example of the present invention, data collecting part, the integration data storage module, and the controller are included. The data collecting part the energy management system and static data applied to *** system are input. The integration data storage module classifies static data inputted through data collecting part according to data type and stored. The controller is based data stored in the integration data storage module and produces the energy management system and data which applies to *** system or classifies and outputs."
2018,"The present invention is to provide the multiple slave modules, which is the thing to provide data communications device of the distribution automatization system in which the construction cost can be inexpensive and preventing the delay of the loss of data or the event report and collecting data of the electric power system exercising jurisdiction and collecting data of the master module: electric power system exercising jurisdiction and reports to the upper device in which data communications device of the distribution automatization system according to the present invention reports to the master module and transmitting event data of the other slave module with its own event data in the master module or the adjacent slave module. The master module and slave module, or, the communications path between the slave module enabling that the communications path for event data and the double serial communications circuit equipped with the communications path for raw data is included."
2018,"The present invention discloses the electric power watch system. Particularly, the invention relates to the electric power watch system comprising the digital instrument improving the effectiveness and stability measuring information transmitting and receiving between the high position monitor unit which is the low grade terminal in the electric power watch system and the digital instrument are dualized and this. According to a preferred embodiment of the present invention, it has the effect that the storage means and communications means are added within the DI / DO part equipped within the digital instrument installed at each facility and the function is expanded. It is characterized to dually connect to the high position monitor unit through the separate communications network the communications network be changed in the abnormal drive and operate. And therefore the effectiveness and stability of the complete system can be improved."
2018,"The invention relates to the thing to provide the high speed fault current detection circuit in which the error motion possibility about the signal can be minimized to the dwell time of the trip control be very short and stand The third comparison circuit unit which if the current detecting signal is greater than the current sense limit standard value or when this the changed slope of the current detecting signal is the same it is greater than the standards changed slope value is compared with the current sense limit standard value which is the second comparison circuit unit outputting the second output signal shown the current detecting signal outputted from the current detector predetermined, it is the same outputs the third output signal showing this. Only when the reception of the second output signal and the predetermined short-time period first output signal pays the reception of the second output signal and the short-time period first output signal way and the third output signal is not received to the and it is comprised of the trip decision unit transmitting the trip control signal."
2018,"The invention comprises the analog digital converter: the second analog digital converter: digital voltage detection signal converting the analog current detecting signal of the electric power system circuit into the digital current detecting signal and provided it provides the quantity of electricity detection signal processing circuit of the battery circuit breaker according to the present invention converts the analog voltage detection signal of the electric power system circuit into the digital voltage detection signal it is the thing to provide the quantity of electricity detection signal processing circuit of the battery circuit breaker which can uplift the operating dependability of the battery circuit breaker it reduces the radio interference possibility of noise and the main micro computer unit which when the digital current detecting signal is compared with the predetermined standards quantity of electricity voltage feed-back data transformed to data of data of the computer unit and serial peripheral interface protocol or the universal motive transceiver protocol to the assistance microphone which converts into data of data of the serial peripheral interface (SPI) protocol or the universal motive transceiver (USRT) protocol and which data transmits or current sense data, determines the output flag of the trip control signal for the circuit break."
2018,"It is about the terminal assembly of the high-pressure vacuum electromagnetic contactor electrifying in the terminal of the cradle is connected and blocks the circuit in the generation of the dangerous situation including the short circuit or the excess current etc. and protects the electric power system. The terminal assembly of the high-pressure vacuum electromagnetic contactor comprises the body portion, the contactor, and bush. It is inserted into the jack hole formed in the terminal of the body portion is the cradle. And the respective first joint hole is formed in both sides. It is connected to one end of the contactor is the body portion through the connecting member. Of bush is formed so that it is made of the thing for being arranged between the jack hole and body portion and controlling the tension between the body portion and the jack hole and it is made of pair and bush is arranged so that both ends face and it circle around the circumference of the body portion. The circumference is formed through the first connecting member in the body portion."
2018,"In the present invention, disclosed is the digital power analyzer for the distribution panel and cabinet panel. The distribution panel and the digital power analyzer for the cabinet panel of the present invention include the current transformation / transformer measuring the electric energy of the electric power system, the electric energy measured in the current transformation / transformer and the memory unit storing the predetermined operation parameter, and MCU controlling the detection operation of the current transformation / transformer with the operation parameter and records the detected electric energy in the memory unit. And the operation is disclosed in the point in time or the predetermined standard value or greater the micro control unit configured in the f in which it is converted to the enable state it has the technological feature., and the digital power analyzer and memories of the operating voltage monitoring the operating voltage supplied in the power supply unit to the memory unit by MCU and is supplied to the memory unit is interrupted. In that way the operation can be comprised the effect preventing the action error and provide integrity."
2018,"In the battery energy storage device according to the working example of the present invention, the electricity unit cost gathering unit collecting the electricity unit cost information from the electrical power system, the charged capacity monitoring collecting the charge current amount information in the capacitor, the amount of discharge monitoring collecting the amount of discharge discharging the electricity of being charged in the capacitor, and the charging/discharging determining unit establishing the constant for being based the electricity unit cost collected by the electricity unit cost gathering unit and charging electricity to the capacitor or discharging are included."
2018,"Disclosed is DPR and the network system using the same. The f including ADC converting the voltage of the electric power system or the distribution line or the current value into the digital signal, the voltage transformed to the digital signal or the accident determining unit monitoring the current value and determines the malfunction of the electric power system or the distribution line or the accident yes or no, and the inclusion the goose signal processing part transmitted a message to the malfunction determined in the accident determining unit or the other DPR producing the accident yes or no to the goose message and is adjacent, and all DPRs or the specific DPR group of the electric power system as to the DPR of the present invention, deliver the accident happening whether or not to the communications method of the international standard base to DPR. DPR waveform data spanned the electric power system overall is altogether secured in the event occurrence."
2018,"It provides a reactive power compensation apparatus for enabling a uniform control of the voltage for each phase. The reactive power compensation apparatus includes a control unit for controlling the at least one cluster or more and at least one or more of the clusters including a plurality of cells, respectively. Control unit controls to regulate the cell voltage in the remaining clusters using at least one if the cell is left out, the modulation index in a particular cluster of at least one of the clusters, except for the particular cluster. 4"
2018,"The invention relates to relates to a photovoltaic inverter, and more particularly to a photovoltaic inverter that by applying a reverse voltage of the DC voltage stored in the DC link capacitor to a solar cell array prevent the efficiency of solar power decreases. PV inverter according to one embodiment of the present invention, the DC link capacitor that stores the direct current voltage outputted from the solar cell array, using a DC voltage stored in the DC link capacitor generating an AC power, and the generated AC power electric power system applying a DC voltage stored in the DC link capacitor, depending on whether or not the driving value meets the pre-set drive condition of the power conversion unit and the solar cell array to transmit to said power converter, or direct current stored in the DC link capacitor and the reverse voltage of the voltage characterized in that it comprises a control unit to be applied to the solar cell array. 5"
2017,"This specification relates to a remote meter reading system using a plurality of master devices and a remote meter reading method thereof, and more particularly, a remote meter reading system using a plurality of master devices, capable of allowing for communication with another electricity meter modem which can replace one electricity meter modem when there is a trouble in communication between the one electricity meter modem and the master devices, allowing for fast and flexible reaction with respect to changes in communication network between the electricity meter modem and the master devices, and constructing a network path for communication with an optimal communication performance, all by way of enabling network connection and information sharing among master devices through communication between electricity meter modems and the plurality of master devices, and a remote meter reading method thereof."
2017,"The static var compensator comprises the multiple phase clusters, including respective plurality of cells and the controller controlling multiple phase clusters. The controller controls so that the controller produces the offset signal through the pager conversion based on the multiple phase cluster each voltage values and current value and it make up for the energy error."
2017,The static var compensator by the working example it statics of the present invention is equipped with the controller performing the current differential protection function based on the difference of the current which it measures in the phase as long as it is different from the current which it performs the current differential protection function for the protection of the electric power system by using the measured phase current and it measures in one phase by the multiple current current transformers multiple bilateral thyristors are turned on and off it corresponds to the amount of the reactive power and the multiple reactors: multiple bilateral thyristors: multiple current current transformers: which measures the flowing phase current in the positioned spot is positioned at both ends of the multiple bilateral thyristors conducts the phase current is turned on and off induces the voltage proportionally to the amount of change of the phase current by the three-phase alternating current.
2017,"The specification relates to the remote meter reading data interlock it is automatically restored data omitted in data link going data omitted due to the communications poor connection etc. the error and termination of the linked program, and the server go in data link which is the limit of the prior art are originated as the remote meter reading data interlock, and the remote meter reading data system for linking and remote meter reading data interlocking method and in that way it can guarantee the compatibility of transmitted data and heightening moreover, the reliability of data link system and in which the reliability has the effect minimizing the operation of the manual compensation about omitted data and check., and the remote meter reading data system for linking and remote meter reading data interlocking method."
2017,"The specification relates to the control unit for the breaker and its control method adhering to the various kinds switch class including the breaker, and opening and closing switch etc. among the power system equipment to modular or forming into the self-contained module and for providing the control and watchdog function about the switches. For this, the control unit for the breaker according to this specification comprises the IED / relay, the breaker, and the control module which when is the message in which the control signal of the Ethernet drive: the received GOOSE message type as described above receiving the delivered control signal of the GOOSE message type from the IED / relay connected to the Ethernet communications relates to the control unit as to the linked control unit for the breaker activates the breaker the MCU module delivering the control signal of the received GOOSE message type as described above and control signal of the GOOSE message type to the basis."
2017,"The present invention relates to the electrical power system and the method for controlling the same for acquiring data collected from the electric power system and managing. The electrical power system according to a preferred embodiment of the present invention includes data acquisition server collecting system data from the electric power system, the first communications server for transmitting system data collected by data acquisition server with the remote-control server, and the second communications server for transmitting a part of system data collected by data acquisition server with the user terminal. The first communications server is connected to the remote-control server and enclosed type communications network. It is characterized by the second communications server to be connected to the user terminal and open communications network."
2017,"The present invention are comprised of the motion detection sensor, sensing the movement generated in the around the place where DPR is installed as the invention relating to DPR and the controller which follows if the movement is sensed with the motion detection sensor and operates DPR. Since the necessary etc. operation is attended for oneself the back light of the wake-up or the display device come (On)s although the administrator does not perform the key stroke etc. if the administrator approaches the repetitive task of the administrator can be reduced. Accordingly, it is more convenient and DPR is efficiently used."
2017,"The invention relates to the power monitoring system, more specifically to the power monitoring system for cutting down the communications control cost by receiving the electric energy from the home server. The power monitoring system according to the embodiment of the present invention comprises the electrical power system including one or more loads provided with electricity through the external power supply and renewable energy power plant, the first electric energy which is the electric energy which one or more loads consume, and the electric energy monitoring server which calculates the second electric energy or the third power amount or determined from the second electric energy, which the electrical power system is supplied from the external power supply the kWh which the home server receiving the third power amount information which the electrical power system is supplied from the renewable energy power plant and the electrical power system received from the home server consume and the supply power amount information supplied to the electrical power system."
2017,"The invention relates to the electric energy monitoring server, more specifically to the electric energy monitoring server for reducing the system construction cost by receiving the electric energy from the cabinet panel, and the external power supply or the renewable energy power plant. The electric energy monitoring server according to the working example of the present invention is equipped with the monitoring which receives the first electric energy which is the electric energy which one or more loads consume from the cabinet panel and it calculates the first estimation supply power amount by using the receiver, receiving the second electric energy which the electrical power system is supplied from the external power supply and the third power amount which the electrical power system is supplied from the renewable energy power plant from the external power supply meter the first electric energy and the second electric energy and determines at least one with the supply power amount of the renewable energy power plant among the first estimation supply power amount and the third power amount."
2017,"The invention relates to the electric energy monitoring apparatus, more specifically to the electric energy monitoring apparatus for reducing the system construction cost since the receiver receives the electric energy from the outer server, and the external power supply or the renewable energy power plant. The electric energy monitoring apparatus according to the working example of the present invention comprises the receiver, the measuring unit and the monitoring."
2017,"The invention relates to the apparatus for detecting error of the electric power system, more specifically to the apparatus for detecting error of the electric power system which can reduce the time lag according to noise by outputting the status signal by using the magnetic force generated around line. The apparatus for detecting error of the electric power system according to the working example of the present invention comprises the first state signal output unit contacting one end of the moving element it uses the magnetic force generated around the line surrounding as to the apparatus for detecting error of the electric power system detecting the malfunction of the electric power system based on size of the flowing line current to line to one end of the fixing unit and outputs the first state signal, the size of the line current and the second state signal processing part, outputting the second state signal based on the increasing rate of the line current the first state signal and the determining unit determining the trouble whether or not of the electric power system based on the second state signal."
2017,"The invention comprises the distribution panel system according to the present invention is the communications unit of the low module: low module of the plurality capable of the expansion by by technique module addition it includes the respective communications unit it is the thing to provide the distribution panel system which can miniaturize economic through the optimization scheme which minimizes the duplication as to the distribution panel system configuration functionals and the communications network which is used to the industrial communications protocol base while jointing to communicate the communications unit of the digital power M and the low module having the high position communications unit, for the communications with the low rank communications unit, for the communications and high position supervision panel and the metering section computing the voltage and current of the measured electric power system electricity to the basis and accumulates and integrates the electric energy and low rank communications unit of the digital power M."
2017,"The fault current detecting method at the electric power system by the working example of the present invention is equipped with the step of amending the fault current calculus it compensates, the step of calculating the equivalent impedance based on the corrected fault current calculus and step of calculating the fault current based on the equivalent impedance."
2017,"The dynamic stability automated test equipment according to the present invention comprises the energy management system and the EMS DB, in which the energy management system power system data for the energy management is stored it implies the dynamic stability evaluation system for the dynamic stability evaluation about the electric power system of the energy management system and the effective display area, in which the dynamic stability evaluation result is outputted and the controller which controls so that it store the evaluation result of processing power system data of the EMS DB as equipment name base power system data and providing to the dynamic stability evaluation system and being provided from the dynamic stability evaluation system and it be outputted."
2017,"Provided is the operation processing unit performing the operation result information and the calculating processing for producing the thread operand execution monitoring information and providing to the display unit to the screen information each thread calculation is executed it is based on the display unit: operation expression defined in the calculation file indicates the screen information, the electric power system monitoring equipped with the thread calculation watchdog function of including the file information for the electric power system monitoring and control, the information of the calculation file, the operation result information, and data storage module and control system. The data storage module the thread operand execution monitoring information is stored."
2017,"Disclosed is the server status monitoring equipment of the energy management system. It processes data collected from the electric power system and the server status monitoring equipment of the energy management system according to a preferred embodiment of the present invention includes the first energy management server using the energy management system and instructs the connected client in data processed, and the multiplexing control part watching the second energy management server. In case the multiplexing control part senses the state or greater of the first energy management server the connection of the client and the first energy management server is cut. The second energy management server and client are connected. The multiplexing control part watching the second energy management server, on a real time basis synchronizes data processed in the first energy management server the first energy management server and state of the second energy management server on a real time basis."
2017,Disclosed is the apparatus for data managementing of the energy management system. The apparatus for data managementing of the energy management system according to a preferred embodiment of the present invention includes the controller processing data collected from the electric power system and the real time data base consisting of the processed data as described above. The controller receives the input of the selection of item for data inquiry about the real time data base without the layer and relation of data item. Data are inquired based on the received input as described above in the real time data base.
2017,(Modified U) provides a power system analysis system and the power system analysis method to reduce the error in the analysis system. Power system analysis method comprising the steps of: modeling the HVDC system linked to the step S115 and the device and the device for axial promise the grid data on the basis of the system data and set short-level analysis and analyzing the system data S111 S117 and the modeled results and a step S119 to reflect the abbreviated data system. 8
2017,"It provides a high-speed accident current detecting circuit which can improve the detection accuracy of the fault current. High-speed fault current detection circuit according to the present invention comprises two a pair of feed to convert the current detected signal and the first current transformer that outputs a current detection signal by detecting a current flowing through the power circuit to the secondary converted signals of the respective small current primary current transformers and fault detection circuitry of a paired comparison, and outputs a fault detection signal when the fault current occurs, the determination current value represented by the second conversion signal outputted from either one of the second current transformer with a with a predetermined reference current value and a second secondary conversion signal indicates a current value and a predetermined reference current value, and compared to surge when the current generator is determined Works Works for outputting a detection signal detector circuit and the fault of the detection signal output from the other end of the current transformer of the pair, and If at least one of the surge detection signal is received, and a trip decision circuit for outputting a trip controlling signal. 1"
2017,"The present invention fault of a power capable of reducing the operation delay caused by noise system device, the power system which can reduce the malfunction caused by noise failure detecting device, failure detection of power system that can improve the reliability of the fault detection device, and aims to provide a fault detection apparatus of the power system to reduce fault detection time. Of the first state signal output section, the line current to output a first state signal corresponding to the magnetic field generated around the track in the fault detection unit of the power system for detecting faults in a power system according to one embodiment of the present invention; It includes a judgment on the basis of the second state signal output unit and the first state signal and the second state signal to output a second state signal on the basis of size and increase of the line current is determined fault whether or not the power system do. 2"
2016,The present invention relates to the cloud service providing system for the electrical power system. The cloud service providing system for the electrical power system according to the working example of the present invention is equipped with the cloud service server which receives data collected in one or more electrical power system: electrical power system and connecting the remote-control server: one or more electrical power system producing the control signal in the electrical power system and transmitted and remote-control server as the internet network and in which data collected from one or more electrical power system are stored and providing the stored data as described above with the external terminal request.
2016,"The invention relates to the thing to provide the high speed fault current detection circuit improving the reliability the detection accuracy rate of the fault current exceeding the rated current of the battery circuit breaker can be improved and the exact detection is possible about the surge current. And the second converted signal outputted from any one among the second current transformer: a pair of second current transformers of pair the current detecting signal which the first current transformer: first current transformer detecting and outputs the current detecting signal provides is converted into the second converted signal of the respective low current and it provides determine the surge current generation whether or not the flowing current in the power circuitry of the electric power system with the current value which the second converted signal outputted from the rest one among the error detecting circuit part: a pair of second current transformers determining the fault current generation whether or not with the current value shown with the comparison of the predetermined reference current value in the power circuitry and outputs the fault current generation decision time alarm indication signal show with the comparison of the predetermined reference current value in the power circuitry The surge detection circuit outputting the detection signal, and the alarm indication signal and the trip decision unit who when at least any one is received among the detection signal to stand transmits the trip control signal are included to the surge current generation decision time be built."
2016,"The invention relates to the ring main unit (Ring Mina Unit, RMU) which is installed at the wanted notice of electricity and is used for the monitoring of the electric power system, and the control and protection, and more specifically, to the cam assembly structure of the main circuit blocking device. The invention provides the main circuit breaking mechanism for ring main unit it digs for including the slot plate of pair the interval is combined bush is placed in the interval the support plate, the bush, and the slot are included comprising: the guide groove which includes the vacuum interrupter of the plurality opening and closing the electrical phase of the support side plate: alternating current of pair the circuit it is arranged to face each other, the power transfer pin connected to the moving rod of the vacuum interrupter, the rotary shaft providing the rotation driving power for opening and closing and operating multiple vacuum interrupters, and the cam assembly as to the main circuit breaking mechanism for ring main unit ; and the cam assembly guides the linear motion of the penetration hole, in which the rotary shaft passes and power transfer pin; the bush is inserted into the pipe through-hole and supports the rotary motion of the rotary shaft; and the slot is formed so that the separation distance with the rotary shaft be varied it digs. The cam assembly connects the rotary shaft and power transfer pin ; and converts the rotary motion of the rotary shaft into the linear motion of the power transfer pin."
2016,"The invention relates to the breaker, the rated capacity calculation in the system for building the information about opening and closing switch, the generator, the transmission line, the transformer etc to the database and acquiring the electric power energy production, the transmission, and the information about consumption and controlling, and the fault current reduction method. Data are acquired from the remote control system. It is based the rated capacity of the breaker calculated from the obtained data as described above and the step of selecting the assumption malfunction of priority among the set assumption fault list, the step of searching the reason facility of the assumption malfunction according to the selected assumption malfunction as described above, the step of changing the combination of the breaker it controls about the searched facility as described above, the step performing the topology interpretation about the facility, and step of computing the fault current according to the topology interpretation and flow solution stone are included. As to the step, the parametric value is regulated or the breaker in which the combination is changed and tide interpretation."
2016,"In the solar inverter provides a leakage current monitoring of the solar inverter device capable of reducing the risk of accident and a system accident due to the leakage current. The PV inverter according to the present invention, the leakage current monitoring device 23 is for removing high frequency noise in the detected leakage current signal the low-pass filter 23-2 and the average value for calculating the average value of the output low-pass filter 23-2 calculating section 23-3 and low-pass filter to remove a DC component to remove the DC component, the average value at the output of the 23-2 and 23-4 removing DC components PLL to obtain the peak current value and phase of the cancellation signal (phase-Locked-Loop) portion 23 based on the peak current value and phase required by the PLL unit 23-5 to -5 and includes a resistive component leakage current calculation unit 23-6 for calculating a resistance component value of the leakage current. 1"
2016,"Provides a power control circuit for the switch circuit to block the power circuit. Power circuitry for switch control circuit of the present invention, power is connected to the output of the sampling / holding (S / H) circuit to the sampling / hold circuit for supplying to the sampling period 1, the current detection signal of the power system being supplied from the sampling / hold circuit supplying a current rate of change of the power system for the solution to the sampling signal of the current detection signal in one period of the system converting the discrete Fourier differentiating the discrete Fourier transform and the current detection signal of the power system for supplying a current frequency component magnitude and phase of the power system time connects to the differentiator and the discrete Fourier transform and the differentiator being based on a current change rate and the reference rate of change of said power system and a control unit for determining a trip controlled in accordance with the rate of change from the current frequency component of the power system from the discrete Fourier transform size or differentiator to do. 1"
2015,"The present disclosure enables comparison of an energy consuming propensity of each energy consumer with that of other energy consumers. To this end, energy usage information of each energy consumer and comparison conditions (size of house, the number of families, energy consuming regions) are collected, and energy consuming propensities of other energy consumers are compared with energy consuming propensity of each energy consumer similar in terms of living environment, and the comparison is shown. A variety of statistical information for comparison is provided through an IHD (In-Home Display) installed at each house, whereby the energy consumers can easily and conveniently evaluate his own energy consuming propensity. An objective evaluation of his or her position related to energy consumption of other energy consumers promotes more active energy conservation and more rational energy consumption by being stimulated by the energy consumption of other energy consumers."
2015,"Provided is an electric vehicle charging apparatus, and more particularly, an electric vehicle charging apparatus that periodically transmits a consumed amount of power to a cost claim server, so as to claim a cost per unit time. The charging apparatus includes a charging certification unit receiving certification information of the electric vehicle, a power measurement unit generating power consumption information as a result obtained by calculating an amount of power consumed for charging the electric vehicle, and a communication unit transmitting the certification information to a certification server, and transmitting the power consumption information to a cost claim server."
2015,Provided are an apparatus and a method for energy management. The energy management apparatus includes: a receiving block configured to receive energy use information from at least one sensor; and an estimating block configured to calculate a sum and change of energy use per predetermined time slot from the received energy use information and estimate energy use or energy charge after a certain time based on the calculation of the sum and the change. The method includes: receiving energy use information from at least one sensor; and calculating a sum and change of energy use per hour from the received energy use information and estimating energy use or energy charge after a certain time slot based on the calculation of the sum and the charge.
2015,"Disclosed is a multi-channel leakage current monitoring system configured to monitor leakage currents transmitted to loads from a plurality of molded case circuit breakers (MCCBs), and to transmit the leakage currents to a smart meter. The system comprises: a plurality of current transformers configured to measure power information data about loads connected to secondary side power lines of the MCCBs; and a multi-channel measuring unit (MCMU) configured to detect a leakage current by analyzing the power information data received from the current transformers. Under such a configuration, the size of the system can be reduced, and the number of communication lines can be minimized."
2015,"The specification relates to the output-controling method of three phase inverter in which it can accelerate the power generation of the neogonesis energy developmental field with high operation of the electric power system is the diversification, especially, the availability of the inverter it can be softened moreover, the availability of the stabilization furnace inverter of the controlled performance levels up the harmonic of the frequency extrinsic in which the controlled system is is to put it more concretely removed of the output signal of three phase inverter and the output phase information of the inverter is detected as the invention relating to the output-controling method of three phase inverter and the phase information from which the harmonic is removed the output size and phase of the inverter is controlled to the basis and in that way the control object frequency can be accurately detected in the output detection and since the exact inverter output control becomes possible the power control performance of the inverter the detected output information can be stabilized to the basis and the power generation has the effect furthermore that the stability and reliability of the electric power system whole can be secured by the stability and reliability of the electric power system whole."
